Date,Sal_gperL,Temp_degC,TSS_mgperL,DO_mgperL,Ammonia_mgperL,NOx_mgperL,TN_mgperL,TP_mgperL,SiO2_mgperL,FRP_mgperL,TOC_mgperL,TON_mgperL,DOC_mgperL,Chlorophyll_mgperm3,Ecoli_cfuper100mL,FaecalColiform_cfuper100mL,Enterococci_cfuper100mL
10/01/2005 00:00,,20.4,,4.1,0.04,0.01,0.48,0.097,,0.046,,,,5.6,120,140,120
10/01/2005 00:00,,,,,,,,,,,,,,28.9,,,
03/02/2005 00:00,,19.2,,7.5,0.03,3,4.78,0.231,,0.093,,,,,12000,42000,12000
03/02/2005 00:00,,,,,0.005,3,4.27,0.206,,0.088,,,,,4000,38000,4000
09/02/2005 00:00,,,,,0.02,0.01,0.81,0.086,,0.028,,,,15.7,330,400,330
09/02/2005 00:00,,,,,,,,,,,,,,19.8,,,
11/03/2005 00:00,,22,,4.5,0.03,0.01,0.52,0.078,,0.03,,,,8.2,46,600,46
11/03/2005 00:00,,,,,0.02,0.01,0.54,0.078,,0.03,,,,7.2,76,700,76
04/04/2005 00:00,,19.4,,5.2,0.01,0.02,0.46,0.065,,0.022,,,,8.6,370,600,370
04/04/2005 00:00,,,,,0.01,0.02,0.45,0.064,,0.022,,,,7.1,460,630,460
04/05/2005 00:00,,,,,0.005,0.005,0.46,0.04,,0.017,,,,12.2,54,140,54
04/05/2005 00:00,,,,,,,,,,,,,,14.3,,,
09/06/2005 00:00,,10.5,,8.2,0.01,0.01,0.4,0.054,,0.02,,,,5.1,33,43,33
09/06/2005 00:00,,,,,0.01,0.01,0.35,0.052,,0.019,,,,6.9,20,31,20
01/07/2005 00:00,,14,,8.3,0.09,1.86,2.54,0.131,,0.085,,,,,640,440,640
01/07/2005 00:00,,,,,0.09,1.87,2.55,0.132,,0.085,,,,,400,440,400
21/07/2005 00:00,,9.4,,9.3,0.02,0.05,0.38,0.054,,0.02,,,,2.9,32,580,32
21/07/2005 00:00,,,,,0.02,0.05,0.43,0.054,,0.02,,,,1.5,18,630,18
21/07/2005 00:00,,,,,,,,,,,,,,,,,
21/07/2005 00:00,,,,,,,,,,,,,,,,,
25/08/2005 00:00,,14.7,,6.3,0.02,0.03,0.58,0.05,,0.021,,,,6.3,10,2,10
25/08/2005 00:00,,,,,0.02,0.03,0.55,0.048,,0.021,,,,6.8,14,6,14
12/09/2005 00:00,,17.8,,4.7,0.1,0.3,1.04,0.15,,0.057,,,,9.1,600,880,600
12/09/2005 00:00,,,,,0.1,0.3,1.06,0.148,,0.057,,,,8.9,640,1100,640
25/10/2005 00:00,,21.1,,3.7,0.05,0.05,0.47,0.122,,0.044,,,,6.6,66,58,66
25/10/2005 00:00,,,,,0.03,0.05,0.49,0.123,,0.043,,,,7,62,54,62
24/11/2005 00:00,,19.3,,5.1,0.07,0.69,1.35,0.108,,0.038,,,,5,810,2600,810
24/11/2005 00:00,,,,,0.07,0.7,1.36,0.11,,0.038,,,,1.9,940,2200,940
12/12/2005 00:00,,,,,0.005,0.005,0.64,0.085,,0.026,,,,20.9,70,130,70
12/12/2005 00:00,,,,,,,,,,,,,,21.5,,,
11/01/2006 00:00,,28.2,,2.5,0.09,0.01,0.47,0.112,,0.062,,,,3.5,130,290,130
11/01/2006 00:00,,,,,0.08,0.01,0.5,0.125,,0.063,,,,3.7,120,320,120
20/01/2006 00:00,,21.8,,4.3,0.01,0.28,0.72,0.067,,0.033,,,,,470,2600,470
20/01/2006 00:00,,,,,0.03,0.3,0.73,0.065,,0.033,,,,,500,2000,500
16/02/2006 00:00,,22.6,,2.5,0.005,0.005,0.49,0.049,,0.018,,,,9.4,150,38,150
16/02/2006 00:00,,,,,0.005,0.005,0.45,0.049,,0.019,,,,6,180,58,180
01/03/2006 00:00,,,,,,,,,,,,,,,,,
01/03/2006 00:00,,,,,,,,,,,,,,,,,
24/03/2006 00:00,,20.9,,6.3,0.005,0.25,1.01,0.167,,0.06,,,,10.1,20000,22000,20000
24/03/2006 00:00,,,,,,,,,,,,,,12.7,,,
11/04/2006 00:00,,16.3,,5.3,0.02,0.01,0.37,0.053,,0.014,,,,5,210,320,210
11/04/2006 00:00,,,,,0.02,0.01,0.38,0.051,,0.013,,,,5.4,150,580,150
17/05/2006 00:00,,15,,3.2,0.04,0.2,0.83,0.075,,0.03,,,,4.8,1600,2200,1600
17/05/2006 00:00,,,,,0.04,0.19,0.82,0.076,,0.029,,,,3.5,1800,2000,1800
16/06/2006 00:00,,8.5,,7.4,0.07,0.19,0.52,0.062,,0.027,,,,0.7,67,100,67
16/06/2006 00:00,,,,,0.07,0.19,0.58,0.066,,0.028,,,,0.9,81,91,81
27/07/2006 00:00,,13.1,,6.8,0.08,1.27,1.54,0.051,,0.03,,,,1.4,320,410,320
27/07/2006 00:00,,,,,0.08,1.26,1.62,0.056,,0.03,,,,1.8,440,470,440
15/08/2006 00:00,,10,,10,0.01,0.02,0.35,0.041,,0.012,,,,2.8,32,51,32
15/08/2006 00:00,,,,,0.01,0.02,0.37,0.045,,0.013,,,,5.4,38,52,38
09/09/2006 00:00,,13.1,,8.3,0.06,3.8,4.01,0.095,,0.038,,,,,2200,3800,2200
09/09/2006 00:00,,,,,0.06,3.3,4.05,0.098,,0.047,,,,,2400,6000,2400
15/09/2006 00:00,,17.4,,8.1,0.005,1.43,1.89,0.059,,0.034,,,,0.7,110,150,110
15/09/2006 00:00,,,,,0.005,1.43,1.87,0.061,,0.034,,,,0.6,150,140,150
27/10/2006 00:00,,19.4,,5.1,0.05,0.01,0.74,0.176,,0.1,,,,7.4,49,130,49
27/10/2006 00:00,,,,,0.06,0.01,0.75,0.173,,0.102,,,,7.3,63,120,63
20/11/2006 00:00,,20.7,,5.7,0.01,0.01,0.42,0.08,,0.048,,,,8.8,350,150,350
20/11/2006 00:00,,,,,0.01,0.01,0.41,0.079,,0.047,,,,7.5,260,150,260
20/11/2006 00:00,,,,,,,,,,,,,,,,,
20/11/2006 00:00,,,,,,,,,,,,,,,,,
18/12/2006 00:00,,19.8,,4,0.07,0.01,0.52,0.113,,0.038,,,,3.3,100,230,100
18/12/2006 00:00,,,,,0.07,0.01,0.52,0.115,,0.04,,,,2.4,110,280,110
18/12/2006 00:00,,,,,,,,,,,,,,,,,
23/01/2007 00:00,,24.1,,3.6,0.08,0.02,0.68,0.099,,0.033,,,,9.1,250,780,250
23/01/2007 00:00,,,,,0.08,0.01,0.67,0.098,,0.034,,,,8.5,340,800,340
23/01/2007 00:00,,,,,,,,,,,,,,,,,
23/01/2007 00:00,,,,,,,,,,,,,,,,,
23/01/2007 00:00,,,,,,,,,,,,,,,,,
14/02/2007 00:00,,22.8,,3.6,0.24,1.93,3.17,0.126,,0.066,,,,,890,4500,890
14/02/2007 00:00,,,,,0.23,1.84,3.1,0.124,,0.067,,,,,790,4600,790
22/02/2007 00:00,,25.8,,3.7,0.03,0.02,0.79,0.11,,0.058,,,,3.6,330,400,330
22/02/2007 00:00,,,,,0.03,0.02,0.79,0.112,,0.061,,,,3.2,320,410,320
22/02/2007 00:00,,,,,,,,,,,,,,,,,
30/03/2007 00:00,,19.4,,4.6,0.04,0.02,0.39,0.076,,0.029,,,,4,510,600,510
30/03/2007 00:00,,,,,0.04,0.02,0.38,0.078,,0.029,,,,4.5,490,600,490
30/03/2007 00:00,,,,,,,,,,,,,,,,,
23/04/2007 00:00,,19.7,,3.6,0.05,1.44,1.99,0.115,,0.054,,,,4.6,10000,11000,10000
23/04/2007 00:00,,,,,0.05,1.45,2.04,0.12,,0.053,,,,5.6,11000,10000,11000
23/04/2007 00:00,,,,,,,,,,,,,,,,,
23/05/2007 00:00,,13.9,,6,0.03,0.07,0.44,0.063,,0.027,,,,3.6,330,320,330
23/05/2007 00:00,,,,,0.03,0.07,0.43,0.064,,0.027,,,,3.3,250,410,250
23/05/2007 00:00,,,,,,,,,,,,,,,,,
08/06/2007 00:00,,13.5,,9.2,0.07,1.55,2.15,0.152,,0.107,,,,,43000,11000,43000
08/06/2007 00:00,,,,,0.07,1.56,2.13,0.153,,0.109,,,,,33000,10000,33000
22/06/2007 00:00,,10.3,,10.5,0.06,3.2,3.99,0.109,,0.059,,,,0.5,700,170,700
22/06/2007 00:00,,,,,0.06,3.2,3.94,0.1,,0.058,,,,0.4,1400,4800,1400
22/06/2007 00:00,,,,,,,,,,,,,,,,,
24/07/2007 00:00,,10.5,,8.9,0.31,0.26,1.4,0.189,,0.098,,,,2.6,620,810,620
24/07/2007 00:00,,,,,0.31,0.26,1.41,0.19,,0.107,,,,2.9,510,930,510
24/07/2007 00:00,,,,,,,,,,,,,,,,,
15/08/2007 00:00,,13.4,,11,0.16,0.71,1.75,0.214,,0.079,,,,4,6800,3400,6800
15/08/2007 00:00,,,,,0.16,0.72,1.74,0.212,,0.08,,,,4.4,6300,3000,6300
15/08/2007 00:00,,,,,,,,,,,,,,,,,
26/09/2007 00:00,,17.5,,6.5,0.04,0.07,0.53,0.054,,0.022,,,,4.5,75,490,75
26/09/2007 00:00,,,,,0.04,0.07,0.54,0.055,,0.022,,,,4.6,84,500,84
26/09/2007 00:00,,,,,,,,,,,,,,,,,
19/11/2007 00:00,,23.2,,4.9,0.005,0.005,0.6,0.096,,0.046,,,,4.1,330,300,330
19/11/2007 00:00,,,,,0.005,0.005,0.57,0.095,,0.048,,,,5.4,220,300,220
25/11/2007 00:00,,22.1,,5.2,0.06,0.11,0.62,0.127,,0.059,,,,10,450,280,450
25/11/2007 00:00,,,,,0.06,0.12,0.59,0.101,,0.061,,,,11.1,230,280,230
19/12/2007 00:00,,20.9,,4.8,0.06,0.12,0.51,0.088,,0.054,,,,2,100,70,100
19/12/2007 00:00,,,,,0.06,0.12,0.51,0.088,,0.054,,,,1.8,110,64,110
24/01/2008 00:00,,22,,8.6,0.05,0.24,0.92,0.115,,0.073,,,,2.1,150,350,150
24/01/2008 00:00,,,,,0.06,0.25,0.95,0.121,,0.074,,,,3.2,140,300,140
05/02/2008 00:00,,23.6,,7.3,0.04,4,5.64,0.36,,0.314,,,,,4300,4100,4300
05/02/2008 00:00,,,,,0.03,4,5.66,0.356,,0.305,,,,,5400,5400,5400
11/02/2008 00:00,,21.2,,6.9,0.1,1.93,2.83,0.125,,0.095,,,,0.9,370,3100,370
11/02/2008 00:00,,,,,0.1,1.91,2.81,0.125,,0.093,,,,0.9,420,4000,420
12/03/2008 00:00,,24.8,,6.9,0.03,0.18,0.75,0.107,,0.069,,,,3.5,460,420,460
