X,Y,Z,id,Plant_name,X,Y
307517.543214073,6273073.32706872,0,,Rouse Hill,-33.664816,150.923974
313077.900517983,6268260.7352671,0,,Castle Hill,,
313058.391223883,6268253.01666711,0,"3",Castle_Hill_EL,,
307513.140477733,6273100.10343583,0,"4",Rouse_Hill_EL,,
