ID,NCS_fs1,NCS_fs2,NCS_tau_0,NCS_epsilon
293,0.9000,0.0000,0.2000,0.0015
294,0.9000,0.0000,0.2000,0.0015
295,0.9000,0.0000,0.2000,0.0015
296,0.9000,0.0000,0.2000,0.0015
297,0.0000,0.0000,0.1500,0.0050
298,100.0000,100.0000,100.0000,100.0000
299,100.0000,100.0000,100.0000,100.0000
300,100.0000,100.0000,100.0000,100.0000
301,100.0000,100.0000,100.0000,100.0000
302,100.0000,100.0000,100.0000,100.0000
303,100.0000,100.0000,100.0000,100.0000
304,100.0000,100.0000,100.0000,100.0000
305,100.0000,100.0000,100.0000,100.0000
306,100.0000,100.0000,100.0000,100.0000
307,0.9000,0.0000,0.2000,0.0015
308,0.0000,0.0000,0.1500,0.0050
309,100.0000,100.0000,100.0000,100.0000
310,100.0000,100.0000,100.0000,100.0000
311,100.0000,100.0000,100.0000,100.0000
312,100.0000,100.0000,100.0000,100.0000
313,0.9000,0.0000,0.2000,0.0015
314,0.9000,0.0000,0.1500,0.0050
315,100.0000,100.0000,100.0000,100.0000
316,0.9000,0.0000,0.2000,0.0015
317,0.9000,0.0000,0.2000,0.0015
318,0.9000,0.0000,0.2000,0.0015
319,0.9000,0.0000,0.2000,0.0015
320,0.9000,0.0000,0.2000,0.0015
321,0.9000,0.0000,0.2000,0.0015
322,0.9000,0.0000,0.2000,0.0015
323,0.9000,0.0000,0.2000,0.0015
324,0.9000,0.0000,0.2000,0.0015
325,0.0000,0.0000,0.1500,0.0050
326,0.9000,0.0000,0.2000,0.0015
327,0.9000,0.0000,0.2000,0.0015
328,0.9000,0.0000,0.2000,0.0015
329,0.0000,0.0000,0.1500,0.0050
330,0.0000,0.0000,0.1500,0.0050
331,0.0000,0.0000,0.1500,0.0050
332,0.9000,0.0000,0.2000,0.0015
333,0.0000,0.0000,0.1500,0.0050
334,0.9000,0.0000,0.2000,0.0015
335,0.9000,0.0000,0.2000,0.0015
336,0.0000,0.0000,0.1500,0.0050
337,0.0000,0.0000,0.1500,0.0050
338,0.9000,0.0000,0.2000,0.0015
339,0.9000,0.0000,0.2000,0.0015
340,0.9000,0.0000,0.2000,0.0015
341,0.9000,0.0000,0.2000,0.0015
342,0.9000,0.0000,0.2000,0.0015
343,0.9000,0.0000,0.2000,0.0015
344,0.9000,0.0000,0.2000,0.0015
345,0.9000,0.0000,0.2000,0.0015
346,0.9000,0.0000,0.2000,0.0015
347,0.9000,0.0000,0.2000,0.0015
348,0.9000,0.0000,0.2000,0.0015
349,0.9000,0.0000,0.2000,0.0015
350,0.0000,0.0000,0.1500,0.0050
351,0.9000,0.0000,0.2000,0.0015
352,0.0000,0.0000,0.1500,0.0050
353,100.0000,100.0000,100.0000,100.0000
354,0.0000,0.0000,0.1500,0.0050
355,0.0000,0.0000,0.1500,0.0050
356,0.0000,0.0000,0.1500,0.0050
357,0.0000,0.0000,0.1500,0.0050
358,0.0000,0.0000,0.1500,0.0050
359,100.0000,100.0000,100.0000,100.0000
360,100.0000,100.0000,100.0000,100.0000
361,100.0000,100.0000,100.0000,100.0000
362,100.0000,100.0000,100.0000,100.0000
363,100.0000,100.0000,100.0000,100.0000
364,100.0000,100.0000,100.0000,100.0000
365,0.9000,0.0000,0.2000,0.0015
366,100.0000,100.0000,100.0000,100.0000
367,0.0000,0.0000,0.1500,0.0050
368,100.0000,100.0000,100.0000,100.0000
369,100.0000,100.0000,100.0000,100.0000
370,100.0000,100.0000,100.0000,100.0000
371,0.9000,0.0000,0.2000,0.0015
372,0.9000,0.0000,0.1500,0.0050
373,0.9000,0.0000,0.1500,0.0050
374,0.9000,0.0000,0.1500,0.0050
375,100.0000,100.0000,100.0000,100.0000
376,0.9000,0.0000,0.2000,0.0015
377,0.9000,0.0000,0.2000,0.0015
378,0.9000,0.0000,0.2000,0.0015
379,0.9000,0.0000,0.2000,0.0015
380,0.9000,0.0000,0.2000,0.0015
381,0.9000,0.0000,0.2000,0.0015
382,0.9000,0.0000,0.2000,0.0015
383,0.9000,0.0000,0.2000,0.0015
384,0.9000,0.0000,0.2000,0.0015
385,0.9000,0.0000,0.2000,0.0015
386,0.0000,0.0000,0.1500,0.0050
387,0.9000,0.0000,0.2000,0.0015
388,0.9000,0.0000,0.2000,0.0015
389,0.9000,0.0000,0.2000,0.0015
390,0.9000,0.0000,0.2000,0.0015
391,0.9000,0.0000,0.2000,0.0015
392,0.9000,0.0000,0.2000,0.0015
393,0.9000,0.0000,0.2000,0.0015
394,0.9000,0.0000,0.2000,0.0015
395,0.9000,0.0000,0.2000,0.0015
396,0.0000,0.0000,0.1500,0.0050
397,0.0000,0.0000,0.1500,0.0050
398,0.9000,0.0000,0.2000,0.0015
399,0.9000,0.0000,0.2000,0.0015
400,0.0000,0.0000,0.1500,0.0050
401,0.0000,0.0000,0.1500,0.0050
402,0.9000,0.0000,0.2000,0.0015
403,0.9000,0.0000,0.2000,0.0015
404,0.9000,0.0000,0.2000,0.0015
405,0.9000,0.0000,0.2000,0.0015
406,0.9000,0.0000,0.2000,0.0015
407,0.9000,0.0000,0.2000,0.0015
408,0.9000,0.0000,0.2000,0.0015
409,0.9000,0.0000,0.2000,0.0015
410,0.9000,0.0000,0.2000,0.0015
411,0.9000,0.0000,0.2000,0.0015
412,0.9000,0.0000,0.2000,0.0015
413,0.9000,0.0000,0.2000,0.0015
414,0.9000,0.0000,0.2000,0.0015
415,0.9000,0.0000,0.2000,0.0015
416,0.9000,0.0000,0.2000,0.0015
417,0.9000,0.0000,0.2000,0.0015
418,0.9000,0.0000,0.2000,0.0015
419,0.9000,0.0000,0.2000,0.0015
420,0.9000,0.0000,0.2000,0.0015
421,0.9000,0.0000,0.2000,0.0015
422,0.9000,0.0000,0.2000,0.0015
423,100.0000,100.0000,100.0000,100.0000
424,100.0000,100.0000,100.0000,100.0000
425,0.0000,0.0000,0.1500,0.0050
426,100.0000,100.0000,100.0000,100.0000
427,100.0000,100.0000,100.0000,100.0000
428,100.0000,100.0000,100.0000,100.0000
429,100.0000,100.0000,100.0000,100.0000
430,100.0000,100.0000,100.0000,100.0000
431,0.9000,0.0000,0.2000,0.0015
432,0.0000,0.0000,0.1500,0.0050
433,100.0000,100.0000,100.0000,100.0000
434,100.0000,100.0000,100.0000,100.0000
435,0.9000,0.0000,0.2000,0.0015
436,0.9000,0.0000,0.2000,0.0015
437,0.9000,0.0000,0.1500,0.0050
438,0.9000,0.0000,0.1500,0.0050
439,100.0000,100.0000,100.0000,100.0000
440,0.9000,0.0000,0.2000,0.0015
441,0.9000,0.0000,0.2000,0.0015
442,0.9000,0.0000,0.2000,0.0015
443,0.9000,0.0000,0.2000,0.0015
444,0.9000,0.0000,0.2000,0.0015
445,0.9000,0.0000,0.2000,0.0015
446,0.9000,0.0000,0.2000,0.0015
447,0.9000,0.0000,0.2000,0.0015
448,0.9000,0.0000,0.2000,0.0015
449,0.9000,0.0000,0.2000,0.0015
450,0.9000,0.0000,0.2000,0.0015
451,0.9000,0.0000,0.2000,0.0015
452,0.0000,0.0000,0.1500,0.0050
453,0.0000,0.0000,0.1500,0.0050
454,0.9000,0.0000,0.2000,0.0015
455,0.9000,0.0000,0.2000,0.0015
456,0.9000,0.0000,0.2000,0.0015
457,0.9000,0.0000,0.2000,0.0015
458,0.9000,0.0000,0.2000,0.0015
459,0.0000,0.0000,0.1500,0.0050
460,0.0000,0.0000,0.1500,0.0050
461,0.0000,0.0000,0.1500,0.0050
462,0.9000,0.0000,0.2000,0.0015
463,0.9000,0.0000,0.2000,0.0015
464,0.9000,0.0000,0.2000,0.0015
465,0.9000,0.0000,0.2000,0.0015
466,0.9000,0.0000,0.2000,0.0015
467,0.9000,0.0000,0.2000,0.0015
468,0.9000,0.0000,0.2000,0.0015
469,0.9000,0.0000,0.2000,0.0015
470,0.9000,0.0000,0.2000,0.0015
471,0.9000,0.0000,0.2000,0.0015
472,0.9000,0.0000,0.2000,0.0015
473,0.9000,0.0000,0.2000,0.0015
474,0.9000,0.0000,0.2000,0.0015
475,0.9000,0.0000,0.2000,0.0015
476,0.9000,0.0000,0.2000,0.0015
477,0.9000,0.0000,0.2000,0.0015
478,0.9000,0.0000,0.2000,0.0015
479,0.9000,0.0000,0.2000,0.0015
480,0.9000,0.0000,0.2000,0.0015
481,0.9000,0.0000,0.2000,0.0015
482,0.9000,0.0000,0.2000,0.0015
483,0.9000,0.0000,0.2000,0.0015
484,0.9000,0.0000,0.2000,0.0015
485,0.9000,0.0000,0.2000,0.0015
486,0.9000,0.0000,0.2000,0.0015
487,0.9000,0.0000,0.2000,0.0015
488,0.9000,0.0000,0.2000,0.0015
489,0.0000,0.0000,0.1500,0.0050
490,100.0000,100.0000,100.0000,100.0000
491,100.0000,100.0000,100.0000,100.0000
492,100.0000,100.0000,100.0000,100.0000
493,0.9000,0.0000,0.2000,0.0015
494,0.0000,0.0000,0.1500,0.0050
495,0.0000,0.0000,0.1500,0.0050
496,0.0000,0.0000,0.1500,0.0050
497,0.0000,0.0000,0.1500,0.0050
498,100.0000,100.0000,100.0000,100.0000
499,0.0000,0.0000,0.1500,0.0050
500,100.0000,100.0000,100.0000,100.0000
501,100.0000,100.0000,100.0000,100.0000
502,100.0000,100.0000,100.0000,100.0000
503,0.9000,0.0000,0.2000,0.0015
504,0.9000,0.0000,0.1500,0.0050
505,0.0000,0.0000,0.1500,0.0050
506,100.0000,100.0000,100.0000,100.0000
507,0.9000,0.0000,0.1500,0.0050
508,0.9000,0.0000,0.2000,0.0015
509,0.9000,0.0000,0.2000,0.0015
510,0.9000,0.0000,0.1500,0.0050
511,100.0000,100.0000,100.0000,100.0000
512,0.0000,0.0000,0.1500,0.0050
513,0.9000,0.0000,0.2000,0.0015
514,0.9000,0.0000,0.2000,0.0015
515,0.9000,0.0000,0.2000,0.0015
516,0.9000,0.0000,0.2000,0.0015
517,0.9000,0.0000,0.2000,0.0015
518,0.9000,0.0000,0.2000,0.0015
519,0.9000,0.0000,0.2000,0.0015
520,0.0000,0.0000,0.1500,0.0050
521,0.9000,0.0000,0.2000,0.0015
522,0.9000,0.0000,0.2000,0.0015
523,0.9000,0.0000,0.2000,0.0015
524,0.9000,0.0000,0.2000,0.0015
525,0.9000,0.0000,0.2000,0.0015
526,0.0000,0.0000,0.1500,0.0050
527,0.0000,0.0000,0.1500,0.0050
528,0.0000,0.0000,0.1500,0.0050
529,0.9000,0.0000,0.2000,0.0015
530,0.0000,0.0000,0.1500,0.0050
531,100.0000,100.0000,100.0000,100.0000
532,0.0000,0.0000,0.1500,0.0050
533,0.0000,0.0000,0.1500,0.0050
534,0.9000,0.0000,0.2000,0.0015
535,0.9000,0.0000,0.2000,0.0015
536,0.9000,0.0000,0.2000,0.0015
537,0.9000,0.0000,0.2000,0.0015
538,0.9000,0.0000,0.2000,0.0015
539,0.9000,0.0000,0.2000,0.0015
540,0.9000,0.0000,0.2000,0.0015
541,0.9000,0.0000,0.2000,0.0015
542,0.9000,0.0000,0.2000,0.0015
543,0.9000,0.0000,0.2000,0.0015
544,0.9000,0.0000,0.2000,0.0015
545,0.9000,0.0000,0.2000,0.0015
546,0.0000,0.0000,0.1500,0.0050
547,0.0000,0.0000,0.1500,0.0050
548,0.9000,0.0000,0.2000,0.0015
549,0.9000,0.0000,0.2000,0.0015
550,0.9000,0.0000,0.2000,0.0015
551,0.9000,0.0000,0.2000,0.0015
552,0.9000,0.0000,0.2000,0.0015
553,0.9000,0.0000,0.2000,0.0015
554,0.9000,0.0000,0.2000,0.0015
555,0.9000,0.0000,0.2000,0.0015
556,0.9000,0.0000,0.2000,0.0015
557,0.0000,0.0000,0.1500,0.0050
558,0.0000,0.0000,0.1500,0.0050
559,0.9000,0.0000,0.2000,0.0015
560,0.0000,0.0000,0.1500,0.0050
561,0.0000,0.0000,0.1500,0.0050
562,0.9000,0.0000,0.2000,0.0015
563,0.9000,0.0000,0.2000,0.0015
564,0.0000,0.0000,0.1500,0.0050
565,0.9000,0.0000,0.2000,0.0015
566,0.9000,0.0000,0.2000,0.0015
567,0.9000,0.0000,0.2000,0.0015
568,0.9000,0.0000,0.2000,0.0015
569,0.9000,0.0000,0.2000,0.0015
570,0.9000,0.0000,0.2000,0.0015
571,0.0000,0.0000,0.1500,0.0050
572,100.0000,100.0000,100.0000,100.0000
573,100.0000,100.0000,100.0000,100.0000
574,100.0000,100.0000,100.0000,100.0000
575,0.9000,0.0000,0.2000,0.0015
576,0.9000,0.0000,0.2000,0.0015
577,0.9000,0.0000,0.1500,0.0050
578,0.0000,0.0000,0.1500,0.0050
579,0.9000,0.0000,0.1500,0.0050
580,0.9000,0.0000,0.1500,0.0050
581,0.9000,0.0000,0.2000,0.0015
582,0.9000,0.0000,0.2000,0.0015
583,0.9000,0.0000,0.1500,0.0050
584,0.0000,0.0000,0.1500,0.0050
585,0.9000,0.0000,0.2000,0.0015
586,0.9000,0.0000,0.2000,0.0015
587,0.9000,0.0000,0.2000,0.0015
588,0.9000,0.0000,0.2000,0.0015
589,0.9000,0.0000,0.2000,0.0015
590,0.0000,0.0000,0.1500,0.0050
591,100.0000,100.0000,100.0000,100.0000
592,0.9000,0.0000,0.2000,0.0015
593,0.9000,0.0000,0.2000,0.0015
594,0.9000,0.0000,0.2000,0.0015
595,0.9000,0.0000,0.2000,0.0015
596,0.9000,0.0000,0.2000,0.0015
597,0.0000,0.0000,0.1500,0.0050
598,0.0000,0.0000,0.1500,0.0050
599,0.0000,0.0000,0.1500,0.0050
600,0.0000,0.0000,0.1500,0.0050
601,0.0000,0.0000,0.1500,0.0050
602,0.0000,0.0000,0.1500,0.0050
603,0.0000,0.0000,0.1500,0.0050
604,100.0000,100.0000,100.0000,100.0000
605,0.0000,0.0000,0.1500,0.0050
606,0.0000,0.0000,0.1500,0.0050
607,0.9000,0.0000,0.2000,0.0015
608,0.9000,0.0000,0.2000,0.0015
609,0.9000,0.0000,0.2000,0.0015
610,0.9000,0.0000,0.2000,0.0015
611,0.9000,0.0000,0.2000,0.0015
612,0.9000,0.0000,0.2000,0.0015
613,0.9000,0.0000,0.2000,0.0015
614,0.9000,0.0000,0.2000,0.0015
615,0.9000,0.0000,0.2000,0.0015
616,0.9000,0.0000,0.2000,0.0015
617,0.0000,0.0000,0.1500,0.0050
618,0.0000,0.0000,0.1500,0.0050
619,0.9000,0.0000,0.2000,0.0015
620,0.9000,0.0000,0.2000,0.0015
621,0.9000,0.0000,0.2000,0.0015
622,0.9000,0.0000,0.2000,0.0015
623,0.9000,0.0000,0.2000,0.0015
624,0.9000,0.0000,0.2000,0.0015
625,0.9000,0.0000,0.2000,0.0015
626,0.9000,0.0000,0.2000,0.0015
627,0.0000,0.0000,0.1500,0.0050
628,0.0000,0.0000,0.1500,0.0050
629,0.0000,0.0000,0.1500,0.0050
630,0.0000,0.0000,0.1500,0.0050
631,0.0000,0.0000,0.1500,0.0050
632,0.0000,0.0000,0.1500,0.0050
633,0.0000,0.0000,0.1500,0.0050
