Camden Weir Structure Function - pre upgrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y2,y1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,55,55.2,55.4,55.6,55.8,56,56.2,56.33,56.4,56.6,56.8,57,57.2,57.4,57.6,57.8,58,58.2,58.4,58.6,58.8,59,59.2,59.4,59.6,59.8,60,60.2,65,200
0,0,0,0.118055556,0.197916667,0.28125,0.362268519,0.438657407,0.510416667,0.555555556,2.037037037,11.08449074,25.08333333,43.72222222,68.08912037,94.19675926,120.625,146.6435185,172.962963,199.1319444,225.6712963,250.9606481,277.1527778,301.9675926,328.3796296,353.9930556,380.2546296,406.5625,432.0023148,456.7592593,10000,10000
55,0,0,0.118055556,0.197916667,0.28125,0.362268519,0.438657407,0.510416667,0.555555556,2.037037037,11.08449074,25.08333333,43.72222222,68.08912037,94.19675926,120.625,146.6435185,172.962963,199.1319444,225.6712963,250.9606481,277.1527778,301.9675926,328.3796296,353.9930556,380.2546296,406.5625,432.0023148,456.7592593,10000,10000
55.2,-0.118055556,-0.118055556,0,0.197916667,0.28125,0.362268519,0.438657407,0.510416667,0.555555556,2.037037037,11.08449074,25.08333333,43.72222222,68.08912037,94.19675926,120.625,146.6435185,172.962963,199.1319444,225.6712963,250.9606481,277.1527778,301.9675926,328.3796296,353.9930556,380.2546296,406.5625,432.0023148,456.7592593,10000,10000
55.4,-0.197916667,-0.197916667,-0.197916667,0,0.28125,0.362268519,0.438657407,0.510416667,0.555555556,2.037037037,11.08449074,25.08333333,43.72222222,68.08912037,94.19675926,120.625,146.6435185,172.962963,199.1319444,225.6712963,250.9606481,277.1527778,301.9675926,328.3796296,353.9930556,380.2546296,406.5625,432.0023148,456.7592593,10000,10000
55.6,-0.28125,-0.28125,-0.28125,-0.28125,0,0.362268519,0.438657407,0.510416667,0.555555556,2.037037037,11.08449074,25.08333333,43.72222222,68.08912037,94.19675926,120.625,146.6435185,172.962963,199.1319444,225.6712963,250.9606481,277.1527778,301.9675926,328.3796296,353.9930556,380.2546296,406.5625,432.0023148,456.7592593,10000,10000
55.8,-0.362268519,-0.362268519,-0.362268519,-0.362268519,-0.362268519,0,0.438657407,0.510416667,0.555555556,2.037037037,11.08449074,25.08333333,43.72222222,68.08912037,94.19675926,120.625,146.6435185,172.962963,199.1319444,225.6712963,250.9606481,277.1527778,301.9675926,328.3796296,353.9930556,380.2546296,406.5625,432.0023148,456.7592593,10000,10000
56,-0.438657407,-0.438657407,-0.438657407,-0.438657407,-0.438657407,-0.438657407,0,0.510416667,0.555555556,2.037037037,11.08449074,25.08333333,43.72222222,68.08912037,94.19675926,120.625,146.6435185,172.962963,199.1319444,225.6712963,250.9606481,277.1527778,301.9675926,328.3796296,353.9930556,380.2546296,406.5625,432.0023148,456.7592593,10000,10000
56.2,-0.510416667,-0.510416667,-0.510416667,-0.510416667,-0.510416667,-0.510416667,-0.510416667,0,0.555555556,2.037037037,11.08449074,25.08333333,43.72222222,68.08912037,94.19675926,120.625,146.6435185,172.962963,199.1319444,225.6712963,250.9606481,277.1527778,301.9675926,328.3796296,353.9930556,380.2546296,406.5625,432.0023148,456.7592593,10000,10000
56.33,-0.555555556,-0.555555556,-0.555555556,-0.555555556,-0.555555556,-0.555555556,-0.555555556,-0.555555556,0,2.037037037,11.08449074,25.08333333,43.72222222,68.08912037,94.19675926,120.625,146.6435185,172.962963,199.1319444,225.6712963,250.9606481,277.1527778,301.9675926,328.3796296,353.9930556,380.2546296,406.5625,432.0023148,456.7592593,10000,10000
