Date,Q_m3s,Sal_gperL,Temp_degC,TSS_mgperL,DO_mmolperm3,SiO2_mmolperm3,Ammonia mmolperm3,NOx_mmolperm3,FRP_mmolperm3,FRP_ADS_mmolperm3,DOC_mmolperm3,POC_mmolperm3,DON_mmolperm3,PON_mmolperm3,DOP_mmolperm3,POP_mmolperm3,PHY_GRN_mmolperm3,PHY_BGA_mmolperm3,PHY_FDIA_mmolperm3,PHY_MDIA_mmolperm3,Crypto_cfuper100mL,Ecoli_cfuper100mL,FC_cfuper100mL,Enterococci_cfuper100mL,TN_mgperL,TP_mgperL
01/01/2012 00:00:00,0.099868,0.450232,22.103853,1.384237,211.629488,0.000000,1.428571,537.335892,0.391023,0.039102,4009.786487,156.880179,0.000000,5.089106,0.007980,0.190827,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.194601,1.000000,436.170423,0.589830
02/01/2012 00:00:00,0.106290,0.469513,22.157369,1.976364,210.862634,0.000000,1.428571,561.110435,0.128311,0.012831,3942.678729,223.987937,0.000000,7.266045,0.002619,0.062619,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.871764,1.000000,445.111302,0.193548
03/01/2012 00:00:00,0.110846,0.455541,22.209358,1.000000,210.111992,0.000000,1.428571,379.897908,0.128311,0.012831,4053.333333,113.333333,105.139105,3.676471,0.002619,0.062619,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.079497,1.000000,490.142055,0.193548
04/01/2012 00:00:00,0.082043,0.433691,22.259806,1.226661,209.377783,0.000000,24.139219,513.846188,0.374453,0.037445,4027.645054,139.021613,61.253537,4.509784,0.007642,0.182741,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,603.748728,0.564836
05/01/2012 00:00:00,0.101957,0.448504,22.308696,1.000000,208.660224,0.000000,1.428571,457.597167,0.248818,0.024882,4053.333333,113.333333,34.950850,3.676471,0.005078,0.121428,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.054634,1.000000,497.653059,0.375324
06/01/2012 00:00:00,0.127012,0.574000,22.356015,1.000000,207.959527,0.000000,5.361792,515.276442,0.256622,0.025662,4053.333333,113.333333,0.000000,3.676471,0.005237,0.125237,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.628913,1.000000,494.268632,0.387097
07/01/2012 00:00:00,0.144696,0.468483,22.401748,5.293019,207.275901,0.000000,65.860798,426.301935,1.112170,0.111217,3566.791187,599.875479,53.118437,19.459628,0.022697,0.542763,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.889261,1.000000,564.740798,1.677630
08/01/2012 00:00:00,0.168999,0.410466,22.445882,1.507805,206.609548,0.000000,1.428571,510.279074,0.690533,0.069053,3995.782084,170.884583,0.000000,5.543401,0.014093,0.336995,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,451.871319,1.041620
09/01/2012 00:00:00,0.403523,0.430918,22.488405,1.842795,205.960664,0.000000,1.428571,251.428571,0.481528,0.048153,3957.816596,208.850071,274.865490,6.774981,0.009827,0.234996,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,534.497613,0.726350
10/01/2012 00:00:00,0.184938,0.514026,22.529302,1.000000,205.329443,0.000000,1.428571,389.254664,0.196531,0.019653,4053.333333,113.333333,192.246346,3.676471,0.004011,0.095911,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,586.606052,0.296453
11/01/2012 00:00:00,0.159583,0.477486,22.568563,3.179213,204.716070,0.000000,1.428571,341.554807,0.217004,0.021700,3806.355833,360.310833,228.092267,11.688284,0.004429,0.105903,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,582.763929,0.327335
12/01/2012 00:00:00,0.141050,0.626000,22.606175,1.000000,204.120727,0.000000,14.684323,363.550723,0.235237,0.023524,4053.333333,113.333333,44.825987,3.676471,0.004801,0.114801,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.711316,1.000000,426.737504,0.354839
13/01/2012 00:00:00,0.138906,0.501925,22.642128,1.000000,203.543591,0.000000,1.428571,599.381176,0.551905,0.055190,4053.333333,113.333333,0.000000,3.676471,0.011263,0.269341,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.683472,1.000000,448.855251,0.832509
14/01/2012 00:00:00,0.163728,0.466983,22.676410,3.337054,202.984832,0.000000,56.686446,381.057005,0.128311,0.012831,3788.467217,378.199450,13.380753,12.268581,0.002619,0.062619,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.088507,1.000000,463.392784,0.193548
15/01/2012 00:00:00,0.167151,0.509880,22.709013,1.000000,202.444617,0.000000,1.428571,476.365741,0.128311,0.012831,4053.333333,113.333333,0.000000,3.676471,0.002619,0.062619,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,467.081297,0.193548
16/01/2012 00:00:00,0.262127,0.441641,22.739925,1.000000,201.923104,0.000000,32.072295,488.414764,0.128311,0.012831,4053.333333,113.333333,0.000000,3.676471,0.002619,0.062619,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.932158,1.000000,479.675495,0.193548
17/01/2012 00:00:00,0.193513,0.361327,22.769138,2.721232,201.420448,0.000000,19.073706,406.540980,0.200120,0.020012,3858.260332,308.406334,139.753268,10.004531,0.004084,0.097663,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,575.372485,0.301867
18/01/2012 00:00:00,0.153380,0.666000,22.796643,1.000000,200.936798,0.000000,70.950041,334.938682,0.256622,0.025662,4053.333333,113.333333,135.867930,3.676471,0.005237,0.125237,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.693602,1.000000,545.433124,0.387097
19/01/2012 00:00:00,0.132088,0.481816,22.822433,1.000000,200.472297,0.000000,1.428571,461.421927,0.317901,0.031790,4053.333333,113.333333,7.690384,3.676471,0.006488,0.155142,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,474.217353,0.479531
20/01/2012 00:00:00,0.141334,0.477406,22.846498,1.000000,200.027082,0.000000,1.428571,285.896306,0.463904,0.046390,4053.333333,113.333333,282.091550,3.676471,0.009467,0.226395,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.791726,1.000000,573.092898,0.699766
21/01/2012 00:00:00,0.173935,0.471711,22.868834,1.767089,199.601286,0.000000,54.120574,473.650608,0.128311,0.012831,3966.396526,200.270141,0.000000,6.496653,0.002619,0.062619,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,482.304945,0.193548
22/01/2012 00:00:00,0.165249,0.412021,22.889431,1.000000,199.195035,0.000000,1.428571,551.592586,0.568066,0.056807,4053.333333,113.333333,62.510994,3.676471,0.011593,0.277228,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,619.208623,0.856887
23/01/2012 00:00:00,0.159067,0.449582,22.908286,1.000000,198.808448,0.000000,24.056434,295.640271,0.882276,0.088228,4053.333333,113.333333,74.470999,3.676471,0.018006,0.430570,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.047986,1.000000,397.844174,1.330852
24/01/2012 00:00:00,0.164371,0.524000,22.925391,1.000000,198.441640,0.000000,9.943471,472.395015,0.320778,0.032078,4053.333333,113.333333,57.007636,3.676471,0.006546,0.156546,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.275041,1.000000,543.022592,0.483871
25/01/2012 00:00:00,0.399657,0.426417,22.940743,3.130786,198.094720,0.000000,13.412834,298.399759,1.132993,0.113299,3811.844281,354.822386,157.014494,11.510242,0.023122,0.552925,0.000000,0.000000,0.000000,0.000000,0.000000,2208.183998,171.548773,126.623693,480.337328,1.709040
26/01/2012 00:00:00,0.646744,0.462744,22.954335,3.828462,197.767790,0.000000,2.277777,528.477495,1.990850,0.199085,3732.774258,433.892409,84.636338,14.075230,0.040630,0.971577,0.000000,0.000000,0.000000,0.000000,0.000000,4624.796846,356.454738,264.167200,629.466839,3.003056
27/01/2012 00:00:00,0.379295,0.442665,22.966166,1.000000,197.460948,0.000000,80.165996,410.825393,0.729575,0.072957,4053.333333,113.333333,0.000000,3.676471,0.014889,0.356048,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,474.504246,1.100512
28/01/2012 00:00:00,0.249130,0.363367,22.976230,1.000000,197.174283,0.000000,36.548072,506.222650,0.205366,0.020537,4053.333333,113.333333,0.000000,3.676471,0.004191,0.100223,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.997847,1.000000,541.180774,0.309780
29/01/2012 00:00:00,0.185296,0.477190,22.984525,1.000000,196.907882,0.000000,8.846948,517.498002,0.875024,0.087502,4053.333333,113.333333,0.000000,3.676471,0.017858,0.427030,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.131896,1.000000,412.292868,1.319911
30/01/2012 00:00:00,0.217930,0.576000,22.991048,1.000000,196.661822,0.000000,17.897450,603.558232,0.235237,0.023524,4053.333333,113.333333,0.000000,3.676471,0.004801,0.114801,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.357937,1.000000,369.777440,0.354839
31/01/2012 00:00:00,0.206459,0.453354,22.995798,1.727416,196.436176,0.000000,64.663264,451.098728,0.128311,0.012831,3970.892881,195.773785,115.116076,6.350793,0.002619,0.062619,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,637.228861,0.193548
01/02/2012 00:00:00,0.257451,0.377262,22.998773,1.000000,196.231012,0.000000,34.334602,377.353567,0.406341,0.040634,4053.333333,113.333333,187.869995,3.676471,0.008293,0.198303,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.746080,1.000000,603.234634,0.612936
02/02/2012 00:00:00,0.331954,0.439876,22.999973,1.000000,196.046390,0.000000,39.708629,415.358881,0.128311,0.012831,4053.333333,113.333333,0.000000,3.676471,0.002619,0.062619,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,457.973820,0.193548
03/02/2012 00:00:00,0.704711,0.473521,22.999396,1.408323,195.882365,0.000000,1.926041,389.407294,0.728191,0.072819,4007.056782,159.609884,120.703245,5.177656,0.014861,0.355373,0.000000,0.000000,0.000000,0.000000,0.000000,1057.508176,87.584999,61.132032,517.214236,1.098424
04/02/2012 00:00:00,0.861966,0.452259,22.997043,6.473375,195.738985,0.000000,32.525711,364.480489,4.019163,0.401916,3433.017525,733.649142,114.145614,23.799172,0.082024,1.961437,0.000000,0.000000,0.000000,0.000000,0.000000,12488.959246,962.514213,711.762471,534.950986,6.062625
05/02/2012 00:00:00,0.431612,0.494000,22.992915,1.000000,195.616293,0.000000,1.428571,424.992555,1.176186,0.117619,4053.333333,113.333333,150.771101,3.676471,0.024004,0.574004,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.210703,1.000000,580.868698,1.774194
06/02/2012 00:00:00,0.259888,0.462328,22.987013,1.000000,195.514325,0.000000,11.549927,327.967489,0.523424,0.052342,4053.333333,113.333333,93.195610,3.676471,0.010682,0.255442,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.658534,1.000000,436.389497,0.789548
07/02/2012 00:00:00,0.243195,0.470765,22.979339,1.703170,195.433111,0.000000,52.266410,402.664661,0.923258,0.092326,3973.640681,193.025986,109.727952,6.261656,0.018842,0.450569,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.722944,1.000000,570.920679,1.392669
