Date,Q_m3s,Sal_gperL,Temp_degC,TSS_mgperL,DO_mmolperm3,SiO2_mmolperm3,Ammonia mmolperm3,NOx_mmolperm3,FRP_mmolperm3,FRP_ADS_mmolperm3,DOC_mmolperm3,POC_mmolperm3,DON_mmolperm3,PON_mmolperm3,DOP_mmolperm3,POP_mmolperm3,PHY_GRN_mmolperm3,PHY_BGA_mmolperm3,PHY_FDIA_mmolperm3,PHY_MDIA_mmolperm3,Crypto_cfuper100mL,Ecoli_orgs/100mL,FC_cfuper100mL,Enterococci_cfuper100mL,TN_mgperL,TP_mgperL
11/01/2012 00:00:00,0.159583,0.497819,22.568563,1.000000,204.716070,0.000000,33.054709,16.552897,0.735498,0.073550,4053.333333,113.333333,421.805151,3.676471,0.015010,0.358939,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.777944,1.000000,475.089228,1.109447
12/01/2012 00:00:00,0.141050,0.626000,22.606175,1.000000,204.120727,0.000000,1.428571,37.799043,0.235237,0.023524,4053.333333,113.333333,474.916235,3.676471,0.004801,0.114801,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.103729,1.000000,517.820320,0.354839
13/01/2012 00:00:00,0.138906,0.412670,22.642128,1.031028,203.543591,0.000000,80.902577,55.355119,0.128311,0.012831,4049.816860,116.849806,379.661761,3.790543,0.002619,0.062619,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.779978,1.000000,519.710000,0.193548
14/01/2012 00:00:00,0.163728,0.446346,22.676410,1.000000,202.984832,0.000000,11.504848,1.428571,0.177829,0.017783,4053.333333,113.333333,471.931278,3.676471,0.003629,0.086784,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,488.541168,0.268242
15/01/2012 00:00:00,0.167151,0.426951,22.709013,1.743236,202.444617,0.000000,22.958803,1.428571,0.471875,0.047188,3969.099886,197.566781,559.512338,6.408957,0.009630,0.230285,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.227688,1.000000,590.308670,0.711790
16/01/2012 00:00:00,0.262127,0.416322,22.739925,2.770534,201.923104,0.000000,53.379746,1.428571,0.128468,0.012847,3852.672828,313.993838,465.739727,10.185786,0.002622,0.062695,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.516804,1.000000,530.733831,0.193785
17/01/2012 00:00:00,0.193513,0.480771,22.769138,1.487557,201.420448,0.000000,1.428571,1.428571,0.153995,0.015400,3998.076852,168.589815,558.084047,5.468960,0.003143,0.075153,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.687460,1.000000,566.410150,0.232291
18/01/2012 00:00:00,0.153380,0.666000,22.796643,1.000000,200.936798,0.000000,11.747878,1.428571,0.256622,0.025662,4053.333333,113.333333,622.522817,3.676471,0.005237,0.125237,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,639.375737,0.387097
19/01/2012 00:00:00,0.132088,0.522111,22.822433,1.000000,200.472297,0.000000,1.428571,1.428571,0.339666,0.033967,4053.333333,113.333333,438.942511,3.676471,0.006932,0.165764,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.515379,1.000000,445.476125,0.512362
20/01/2012 00:00:00,0.141334,0.390589,22.846498,1.000000,200.027082,0.000000,29.984617,13.614069,0.128311,0.012831,4053.333333,113.333333,446.198253,3.676471,0.002619,0.062619,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.128408,1.000000,493.473409,0.193548
21/01/2012 00:00:00,0.173935,0.436896,22.868834,2.016228,199.601286,0.000000,1.428571,29.173725,0.128311,0.012831,3938.160817,228.505850,413.847833,7.412603,0.002619,0.062619,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,451.862732,0.193548
22/01/2012 00:00:00,0.165249,0.450245,22.889431,1.000000,199.195035,0.000000,72.618181,31.787630,0.419492,0.041949,4053.333333,113.333333,341.895767,3.676471,0.008561,0.204721,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.876084,1.000000,449.978049,0.632775
23/01/2012 00:00:00,0.159067,0.488759,22.908286,1.000000,198.808448,0.000000,1.428571,1.428571,0.199485,0.019948,4053.333333,113.333333,486.319790,3.676471,0.004071,0.097353,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,492.853404,0.300909
24/01/2012 00:00:00,0.164371,0.524000,22.925391,1.000000,198.441640,0.000000,5.715706,1.428571,0.320778,0.032078,4053.333333,113.333333,579.513770,3.676471,0.006546,0.156546,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.857473,1.000000,590.334518,0.483871
25/01/2012 00:00:00,0.399657,0.408522,22.940743,2.583220,198.094720,0.000000,3.542550,47.141148,1.172034,0.117203,3873.901716,292.764950,362.286427,9.497133,0.023919,0.571977,0.000000,0.000000,0.000000,0.000000,0.000000,2208.183998,171.432703,126.623693,422.467258,1.767930
26/01/2012 00:00:00,0.646744,0.392957,22.954335,2.950376,197.767790,0.000000,26.239293,49.923440,2.285444,0.228544,3832.290703,334.375963,273.569783,10.846971,0.046642,1.115346,0.000000,0.000000,0.000000,0.000000,0.000000,4624.796846,357.109723,264.167200,360.579487,3.447432
27/01/2012 00:00:00,0.379295,0.456439,22.966166,1.000000,197.460948,0.000000,18.386331,1.428571,0.844879,0.084488,4053.333333,113.333333,446.212740,3.676471,0.017242,0.412319,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.560209,1.000000,469.704113,1.274440
28/01/2012 00:00:00,0.249130,0.433812,22.976230,1.000000,197.174283,0.000000,83.487151,1.428571,0.190725,0.019072,4053.333333,113.333333,182.169439,3.676471,0.003892,0.093078,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.420063,1.000000,270.761632,0.287695
29/01/2012 00:00:00,0.185296,0.481141,22.984525,3.180981,196.907882,0.000000,1.428571,43.765583,1.229152,0.122915,3806.155520,360.511147,473.016957,11.694782,0.025085,0.599852,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,529.905893,1.854089
30/01/2012 00:00:00,0.217930,0.576000,22.991048,1.000000,196.661822,0.000000,53.783801,5.752548,0.235237,0.023524,4053.333333,113.333333,416.073378,3.676471,0.004801,0.114801,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,479.286198,0.354839
31/01/2012 00:00:00,0.206459,0.410054,22.995798,2.445838,196.436176,0.000000,68.402163,57.849075,0.128311,0.012831,3889.471728,277.194938,250.875155,8.992050,0.002619,0.062619,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.569307,1.000000,386.118443,0.193548
01/02/2012 00:00:00,0.257451,0.435907,22.998773,1.000000,196.231012,0.000000,50.437712,69.203847,0.289127,0.028913,4053.333333,113.333333,343.027887,3.676471,0.005901,0.141100,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.745300,1.000000,466.345917,0.436128
02/02/2012 00:00:00,0.331954,0.385631,22.999973,1.000000,196.046390,0.000000,1.428571,1.428571,0.128311,0.012831,4053.333333,113.333333,457.643675,3.676471,0.002619,0.062619,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.352143,1.000000,464.177288,0.193548
03/02/2012 00:00:00,0.704711,0.496019,22.999396,1.408323,195.882365,0.000000,1.967841,36.154521,0.464770,0.046477,4007.056782,159.609884,449.679593,5.177656,0.009485,0.226818,0.000000,0.000000,0.000000,0.000000,0.000000,1057.508176,84.448747,61.132032,492.979611,0.701073
04/02/2012 00:00:00,0.861966,0.467974,22.997043,4.928346,195.738985,0.000000,90.590203,110.787886,4.724424,0.472442,3608.120748,558.545919,415.914103,18.118920,0.096417,2.305620,0.000000,0.000000,0.000000,0.000000,0.000000,12488.959246,964.173253,711.762471,635.411112,7.126461
05/02/2012 00:00:00,0.431612,0.494000,22.992915,1.000000,195.616293,0.000000,8.543301,24.016720,1.176186,0.117619,4053.333333,113.333333,515.821725,3.676471,0.024004,0.574004,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.540746,1.000000,552.058217,1.774194
06/02/2012 00:00:00,0.259888,0.413550,22.987013,3.532111,195.514325,0.000000,30.469801,1.428571,0.729454,0.072945,3766.360788,400.305879,523.332938,12.985701,0.014887,0.355989,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.678274,1.000000,568.217012,1.100330
07/02/2012 00:00:00,0.243195,0.476981,22.979339,1.000000,195.433111,0.000000,38.753107,1.428571,0.800460,0.080046,4053.333333,113.333333,293.998524,3.676471,0.016336,0.390641,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.485700,1.000000,337.856673,1.207437
08/02/2012 00:00:00,0.212838,0.440974,22.969895,1.000000,195.372676,0.000000,1.428571,11.701703,0.833246,0.083325,4053.333333,113.333333,355.464065,3.676471,0.017005,0.406642,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.675361,1.000000,372.270810,1.256893
09/02/2012 00:00:00,0.273150,0.484752,22.958683,1.000000,195.333037,0.000000,53.097389,1.428571,0.128311,0.012831,4053.333333,113.333333,340.326335,3.676471,0.002619,0.062619,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,398.528766,0.193548
10/02/2012 00:00:00,0.247779,0.465755,22.945708,1.000000,195.314205,0.000000,39.031914,1.428571,0.128311,0.012831,4053.333333,113.333333,309.506220,3.676471,0.002619,0.062619,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.932010,1.000000,353.643176,0.193548
11/02/2012 00:00:00,0.275562,0.586000,22.930972,1.000000,195.316187,0.000000,43.834203,1.428571,0.256622,0.025662,4053.333333,113.333333,405.684558,3.676471,0.005237,0.125237,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.240092,1.000000,454.623804,0.387097
12/02/2012 00:00:00,0.375643,0.502403,22.914481,1.000000,195.338982,0.000000,30.272643,1.428571,0.128311,0.012831,4053.333333,113.333333,408.084454,3.676471,0.002619,0.062619,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.768428,1.000000,443.462139,0.193548
13/02/2012 00:00:00,0.503737,0.467440,22.896239,1.219441,195.382583,0.000000,1.428571,1.428571,1.038786,0.103879,4028.463320,138.203347,507.583676,4.483240,0.021200,0.506950,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.929368,1.000000,514.924059,1.566936
14/02/2012 00:00:00,0.320597,0.464876,22.876252,1.268740,195.446978,0.000000,1.428571,1.428571,0.608105,0.060810,4022.876167,143.790500,527.596115,4.664484,0.012410,0.296768,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,535.117742,0.917283
15/02/2012 00:00:00,0.270142,0.466939,22.854525,2.374367,195.532146,0.000000,11.062095,37.736973,0.341963,0.034196,3897.571691,269.094975,479.241740,8.729292,0.006979,0.166885,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,536.770100,0.515827
16/02/2012 00:00:00,0.227578,0.419983,22.831065,1.873369,195.638064,0.000000,1.428571,1.428571,0.444188,0.044419,3954.351469,212.315198,477.258526,6.887387,0.009065,0.216773,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,487.003056,0.670026
17/02/2012 00:00:00,0.214201,0.536000,22.805879,1.000000,195.764699,0.000000,37.116569,11.274151,0.235237,0.023524,4053.333333,113.333333,487.602707,3.676471,0.004801,0.114801,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,539.669897,0.354839
18/02/2012 00:00:00,0.223317,0.406830,22.778974,1.000000,195.912014,0.000000,32.582331,31.325322,0.289514,0.028951,4053.333333,113.333333,409.003746,3.676471,0.005908,0.141289,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.447583,1.000000,476.587869,0.436711
19/02/2012 00:00:00,0.209473,0.404653,22.750359,1.000000,196.079966,0.000000,7.383015,1.428571,0.651811,0.065181,4053.333333,113.333333,532.646325,3.676471,0.013302,0.318098,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.691374,1.000000,545.134382,0.983211
20/02/2012 00:00:00,0.636170,0.545065,22.720041,3.660792,196.268505,0.000000,7.875836,82.094657,0.199593,0.019959,3751.776942,414.889724,380.469042,13.458793,0.004073,0.097405,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.661715,1.000000,483.898328,0.301071
21/02/2012 00:00:00,0.331755,0.441325,22.688030,1.000000,196.477574,0.000000,1.428571,1.428571,1.021949,0.102195,4053.333333,113.333333,635.602430,3.676471,0.020856,0.498733,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.089283,1.000000,642.136043,1.541538
22/02/2012 00:00:00,0.289236,0.498230,22.654335,1.000000,196.707113,0.000000,1.428571,26.809402,1.262856,0.126286,4053.333333,113.333333,520.239843,3.676471,0.025773,0.616300,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,552.154287,1.904929
23/02/2012 00:00:00,0.223575,0.602000,22.618967,1.000000,196.957053,0.000000,1.428571,3.386014,0.278008,0.027801,4053.333333,113.333333,597.810200,3.676471,0.005674,0.135674,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.838095,1.000000,606.301256,0.419355
24/02/2012 00:00:00,0.195277,0.423177,22.581935,2.924641,197.227320,0.000000,1.428571,130.672196,0.511837,0.051184,3835.207367,331.459300,349.742659,10.752356,0.010446,0.249788,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.052297,1.000000,492.595783,0.772071
25/02/2012 00:00:00,0.196831,0.409926,22.543251,1.000000,197.517834,0.000000,1.428571,1.428571,0.128311,0.012831,4053.333333,113.333333,436.826124,3.676471,0.002619,0.062619,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.147372,1.000000,443.359738,0.193548
26/02/2012 00:00:00,0.179101,0.431357,22.502926,1.000000,197.828509,0.000000,58.473801,1.428571,0.174597,0.017460,4053.333333,113.333333,435.315083,3.676471,0.003563,0.085207,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,498.893926,0.263368
27/02/2012 00:00:00,0.235136,0.388892,22.460972,2.189853,198.159254,0.000000,1.428571,56.783590,0.167574,0.016757,3918.483271,248.183396,372.920146,8.050932,0.003420,0.081780,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.081496,1.000000,439.183239,0.252774
28/02/2012 00:00:00,0.137823,0.452521,22.417401,2.186805,198.509970,0.000000,54.514629,24.993760,0.128311,0.012831,3918.828753,247.837914,410.526226,8.039725,0.002619,0.062619,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,498.074339,0.193548
29/02/2012 00:00:00,0.238552,0.542000,22.372227,1.000000,198.880553,0.000000,117.815854,27.468535,0.256622,0.025662,4053.333333,113.333333,265.042038,3.676471,0.005237,0.125237,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,414.002898,0.387097
01/03/2012 00:00:00,0.317665,0.421758,22.325462,1.945447,199.270894,0.000000,53.088242,18.256886,0.376126,0.037613,3946.182621,220.484046,478.707551,7.152380,0.007676,0.183557,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.680822,1.000000,557.205059,0.567359
02/03/2012 00:00:00,0.568085,0.495894,22.277121,2.598783,199.680877,0.000000,12.933670,1.428571,0.707159,0.070716,3872.137970,294.528696,492.709516,9.554348,0.014432,0.345108,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.373326,1.000000,516.626106,1.066699
03/03/2012 00:00:00,0.467830,0.409747,22.227218,1.000000,200.110382,0.000000,107.017060,1.428571,0.128311,0.012831,4053.333333,113.333333,354.458929,3.676471,0.002619,0.062619,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.353298,1.000000,466.581031,0.193548
04/03/2012 00:00:00,0.293782,0.433615,22.175767,1.000000,200.559279,0.000000,1.428571,1.428571,0.502006,0.050201,4053.333333,113.333333,452.075714,3.676471,0.010245,0.244990,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,458.609327,0.757241
05/03/2012 00:00:00,0.418501,0.483100,22.122785,2.154846,201.027438,0.000000,1.428571,1.428571,0.128311,0.012831,3922.450841,244.215826,584.997297,7.922226,0.002619,0.062619,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.574139,1.000000,595.776666,0.193548
06/03/2012 00:00:00,0.270098,0.574000,22.068285,1.000000,201.514719,0.000000,1.428571,26.514153,0.256622,0.025662,4053.333333,113.333333,331.932974,3.676471,0.005237,0.125237,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,363.552170,0.387097
07/03/2012 00:00:00,0.284106,0.473665,22.012286,1.645141,202.020978,0.000000,14.518681,113.577731,0.128311,0.012831,3980.217324,186.449343,415.219812,6.048313,0.002619,0.062619,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.347445,1.000000,549.364538,0.193548
08/03/2012 00:00:00,0.829992,0.453642,21.954803,8.219540,202.546065,0.000000,38.407210,140.489712,7.052016,0.705202,3235.118790,931.547877,353.935744,30.218897,0.143919,3.441534,0.000000,0.000000,0.000000,0.000000,0.000000,22080.089306,1701.278973,1257.649526,563.051563,10.637468
09/03/2012 00:00:00,0.598589,0.476928,21.895853,3.903388,203.089825,0.000000,13.533361,39.497625,2.777043,0.277704,3724.282698,442.383968,275.316512,14.350691,0.056674,1.355256,0.000000,0.000000,0.000000,0.000000,0.000000,6362.982493,492.100188,363.097466,342.698189,4.188974
10/03/2012 00:00:00,0.303478,0.412578,21.835453,1.243060,203.652097,0.000000,43.212898,83.905981,0.128311,0.012831,4025.786499,140.880168,351.704670,4.570075,0.002619,0.062619,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.772408,1.000000,483.393624,0.193548
11/03/2012 00:00:00,0.228272,0.420282,21.773623,1.334782,204.232714,0.000000,22.478215,37.131450,1.115302,0.111530,4015.391373,151.275293,233.420911,4.907287,0.022761,0.544291,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,297.937863,1.682354
12/03/2012 00:00:00,0.215302,0.582000,21.710379,1.000000,204.831504,0.000000,15.050005,1.428571,0.278008,0.027801,4053.333333,113.333333,582.279467,3.676471,0.005674,0.135674,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,602.434514,0.419355
13/03/2012 00:00:00,0.210416,0.431942,21.645741,1.000000,205.448290,0.000000,2.141749,1.428571,0.483350,0.048335,4053.333333,113.333333,592.633179,3.676471,0.009864,0.235885,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.275344,1.000000,599.879969,0.729100
14/03/2012 00:00:00,0.197839,0.397375,21.579728,1.334263,206.082890,0.000000,91.863203,1.428571,0.128311,0.012831,4015.450176,151.216491,526.636640,4.905379,0.002619,0.062619,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,624.833794,0.193548
15/03/2012 00:00:00,0.188801,0.514660,21.512359,1.000000,206.735116,0.000000,1.428571,13.204507,1.331725,0.133172,4053.333333,113.333333,433.843916,3.676471,0.027178,0.649910,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.961700,1.000000,452.153465,2.008813
16/03/2012 00:00:00,0.193980,0.438392,21.443654,1.761181,207.404774,0.000000,1.428571,3.580576,0.282934,0.028293,3967.066147,199.600520,438.542129,6.474930,0.005774,0.138078,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.041644,1.000000,450.026207,0.426785
17/03/2012 00:00:00,0.521523,0.462513,21.373634,2.497317,208.091667,0.000000,1.428571,1.428571,0.306318,0.030632,3883.637352,283.029314,427.091743,9.181314,0.006251,0.149490,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,439.130200,0.462059
18/03/2012 00:00:00,0.315602,0.552000,21.302319,1.000000,208.795591,0.000000,1.428571,1.428571,0.363548,0.036355,4053.333333,113.333333,375.723326,3.676471,0.007419,0.177419,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.092487,1.000000,382.256939,0.548387
19/03/2012 00:00:00,0.339487,0.457005,21.229730,1.000000,209.516338,0.000000,54.469151,35.867687,0.285887,0.028589,4053.333333,113.333333,340.869904,3.676471,0.005834,0.139519,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,434.883213,0.431240
20/03/2012 00:00:00,0.268083,0.419390,21.155890,1.000000,210.253694,0.000000,1.806215,35.900407,0.631232,0.063123,4053.333333,113.333333,375.757801,3.676471,0.012882,0.308054,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,417.140894,0.952168
21/03/2012 00:00:00,0.242632,0.428314,21.080819,1.000000,211.007441,0.000000,1.428571,38.976054,0.613384,0.061338,4053.333333,113.333333,396.688881,3.676471,0.012518,0.299345,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.953591,1.000000,440.769978,0.925247
22/03/2012 00:00:00,0.213209,0.439651,21.004540,1.000000,211.777356,0.000000,43.345991,29.332037,0.128311,0.012831,4053.333333,113.333333,420.124203,3.676471,0.002619,0.062619,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.431784,1.000000,496.478702,0.193548
23/03/2012 00:00:00,0.220820,0.477866,20.927076,1.000000,212.563211,0.000000,6.856644,1.428571,0.128311,0.012831,4053.333333,113.333333,577.297374,3.676471,0.002619,0.062619,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,589.259060,0.193548
24/03/2012 00:00:00,0.223831,0.620000,20.848449,1.000000,213.364773,0.000000,1.428571,21.538916,0.299393,0.029939,4053.333333,113.333333,506.722062,3.676471,0.006110,0.146110,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.746171,1.000000,533.366020,0.451613
25/03/2012 00:00:00,0.194269,0.480596,20.768683,3.073924,214.181806,0.000000,34.793900,1.428571,1.068110,0.106811,3818.288622,348.378045,392.241918,11.301191,0.021798,0.521261,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.550439,1.000000,439.765580,1.611169
26/03/2012 00:00:00,0.191933,0.513616,20.687802,1.000000,215.014067,0.000000,23.336676,28.893803,0.718270,0.071827,4053.333333,113.333333,541.032987,3.676471,0.014659,0.350531,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,596.939937,1.083460
27/03/2012 00:00:00,0.180190,0.462023,20.605829,1.670375,215.861310,0.000000,1.428571,19.878942,0.581925,0.058192,3977.357526,189.309141,578.032802,6.141084,0.011876,0.283992,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,605.481400,0.877792
28/03/2012 00:00:00,0.160612,0.469964,20.522788,1.000000,216.723284,0.000000,1.428571,56.670067,0.722061,0.072206,4053.333333,113.333333,458.290587,3.676471,0.014736,0.352381,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.814705,1.000000,520.065696,1.089178
29/03/2012 00:00:00,0.196432,0.481713,20.438704,1.730732,217.599734,0.000000,10.994689,15.676335,0.711000,0.071100,3970.517082,196.149585,439.499318,6.362984,0.014510,0.346983,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,472.533326,1.072493
30/03/2012 00:00:00,0.176433,0.614000,20.353603,1.000000,218.490400,0.000000,10.638381,1.428571,0.406319,0.040632,4053.333333,113.333333,515.585676,3.676471,0.008292,0.198292,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,531.329100,0.612903
31/03/2012 00:00:00,0.180762,0.441133,20.267509,2.088843,219.395019,0.000000,28.202076,1.428571,0.284518,0.028452,3929.931120,236.735546,478.812889,7.679570,0.005806,0.138851,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,516.123107,0.429175
01/04/2012 00:00:00,0.188084,0.425339,20.180448,2.483112,220.313323,0.000000,55.120570,1.428571,0.894891,0.089489,3885.247333,281.419333,388.981983,9.129087,0.018263,0.436726,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,454.660213,1.349880
02/04/2012 00:00:00,0.197750,0.470781,20.092445,1.000000,221.245041,0.000000,1.428571,3.049265,0.471572,0.047157,4053.333333,113.333333,471.323183,3.676471,0.009624,0.230137,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.191358,1.000000,479.477490,0.711333
