Date,Q_m3s,Sal_gperL,Temp_degC,TSS_mmolperm3,DO_mmolperm3,SiO2_mmolperm3,Ammonia mmolperm3,NOx_mmolperm3,FRP_mmolperm3,FRP_ADS_mmolperm3,DOC_mmolperm3,POC_mmolperm3,DON_mmolperm3,PON_mmolperm3,DOP_mmolperm3,POP_mmolperm3,PHY_GRN_mmolperm3,PHY_BGA_mmolperm3,PHY_FDIA_mmolperm3,PHY_MDIA_mmolperm3,Crypto_cfuper100mL,Ecoli_orgs/100mL,FC_cfuper100mL,Enterococci_cfuper100mL,TN_mmolperm3,TP_mmolperm3
01/01/2012 00:00:00,0.067943,0.474000,22.103853,1.679880,211.629488,0.000000,7.880191,722.360079,2.264763,0.226476,3976.280253,190.386414,126.028439,6.176030,0.046220,1.105253,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,862.444739,3.416236
02/01/2012 00:00:00,0.073038,0.474000,22.157369,1.000000,210.862634,0.000000,0.714286,920.982981,1.497590,0.149759,4053.333333,113.333333,0.000000,3.676471,0.030563,0.730856,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,907.411563,2.259009
03/01/2012 00:00:00,0.069020,0.536741,22.209358,1.253155,210.111992,0.000000,3.603852,1021.025867,3.159895,0.315989,4024.642439,142.024228,110.856371,4.607187,0.064488,1.542096,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,1140.093277,4.766479
04/01/2012 00:00:00,0.064699,0.562316,22.259806,1.000000,209.377783,0.000000,0.714286,869.283126,2.830709,0.283071,4053.333333,113.333333,263.175431,3.676471,0.057770,1.381446,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,26.796995,1.000000,1136.849313,4.269925
05/01/2012 00:00:00,0.067346,0.474000,22.308696,1.000000,208.660224,0.000000,29.099042,1076.832589,1.908086,0.190809,4053.333333,113.333333,104.013495,3.676471,0.038941,0.931187,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,37.680536,1.000000,1213.621596,2.878213
06/01/2012 00:00:00,0.065056,0.480396,22.356015,1.000000,207.959527,0.000000,10.029489,1037.266176,1.561120,0.156112,4053.333333,113.333333,156.977453,3.676471,0.031860,0.761860,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,1207.949588,2.354839
07/01/2012 00:00:00,0.068582,0.474000,22.401748,1.000000,207.275901,0.000000,16.131905,1300.000000,2.066717,0.206672,4053.333333,113.333333,0.000000,3.676471,0.042178,1.008602,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,1.000000,988.878845,3.117496
08/01/2012 00:00:00,0.208827,0.241853,22.445882,23.133475,206.609548,0.000000,8.404520,1062.544357,23.289669,2.328967,1544.872786,2621.793881,0.000000,85.049542,0.475299,11.365854,0.000000,0.000000,0.000000,0.000000,0.000000,71072.025306,5474.047464,4046.065856,918.702044,35.130823
09/01/2012 00:00:00,0.264280,0.463851,22.488405,5.771000,205.960664,0.000000,19.581143,882.592748,7.206457,0.720646,3512.619983,654.046684,173.804624,21.216912,0.147071,3.516904,0.000000,0.000000,0.000000,0.000000,0.000000,19638.796777,1523.708851,1118.701354,1097.195427,10.870432
10/01/2012 00:00:00,0.111156,0.571618,22.529302,1.008815,205.329443,0.000000,15.646033,934.146604,3.451336,0.345134,4052.334264,114.332402,339.162506,3.708880,0.070435,1.684326,0.000000,0.000000,0.000000,0.000000,0.000000,15.986339,107.537149,1.852960,1292.664023,5.206097
11/01/2012 00:00:00,0.090101,0.551530,22.568563,1.000000,204.716070,0.000000,2.376655,1095.048235,3.481425,0.348142,4053.333333,113.333333,36.636601,3.676471,0.071049,1.699009,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,89.605104,1.000000,1137.737961,5.251483
12/01/2012 00:00:00,0.083912,0.477731,22.606175,1.000000,204.120727,0.000000,0.714286,1110.639944,1.069260,0.106926,4053.333333,113.333333,49.102605,3.676471,0.021822,0.521822,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,1164.133306,1.612903
13/01/2012 00:00:00,0.081525,0.474000,22.642128,1.577047,203.543591,0.000000,0.714286,1100.571765,3.918920,0.391892,3987.934708,178.731958,0.000000,5.797966,0.079978,1.912517,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,91.000000,1.000000,1024.086642,5.911415
14/01/2012 00:00:00,0.079245,0.474000,22.676410,1.249411,202.984832,0.000000,20.960944,919.301560,1.526547,0.152655,4025.066770,141.599896,390.858360,4.593422,0.031154,0.744988,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,59.091032,1.000000,1335.714286,2.302689
15/01/2012 00:00:00,0.123621,0.471389,22.709013,1.845114,202.444617,0.000000,19.552317,877.489380,3.348258,0.334826,3957.553767,209.112900,393.051789,6.783507,0.068332,1.634021,0.000000,0.000000,0.000000,0.000000,0.000000,717.886433,90.333793,41.802181,1296.876993,5.050611
16/01/2012 00:00:00,0.196151,0.634733,22.739925,2.206476,201.923104,0.000000,13.059135,1294.274334,2.328008,0.232801,3916.599404,250.067263,15.462554,8.112044,0.047510,1.136118,0.000000,0.000000,0.000000,0.000000,0.000000,1535.605439,135.469655,88.343331,1330.908067,3.511636
17/01/2012 00:00:00,0.123622,0.611027,22.769138,2.213595,201.420448,0.000000,1.753635,1018.032867,2.222431,0.222243,3915.792553,250.874114,87.720327,8.138217,0.045356,1.084594,0.000000,0.000000,0.000000,0.000000,0.000000,3.695034,123.033278,1.153390,1115.645046,3.352380
18/01/2012 00:00:00,0.096186,0.593294,22.796643,1.000000,200.936798,0.000000,13.654183,944.334152,1.411423,0.141142,4053.333333,113.333333,106.856964,3.676471,0.028805,0.688805,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,63.565065,1.000000,1068.521770,2.129032
19/01/2012 00:00:00,0.086924,0.537913,22.822433,1.000000,200.472297,0.000000,0.714286,1059.750755,1.240858,0.124086,4053.333333,113.333333,0.000000,3.676471,0.025324,0.605565,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,12.000000,1.000000,999.037963,1.871747
20/01/2012 00:00:00,0.084594,0.574577,22.846498,1.000000,200.027082,0.000000,7.830496,790.084886,3.256846,0.325685,4053.333333,113.333333,0.000000,3.676471,0.066466,1.589410,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,21.523552,1.000000,723.338127,4.912723
21/01/2012 00:00:00,0.175545,0.459401,22.868834,5.620227,199.601286,0.000000,35.732162,1099.042403,6.100455,0.610045,3529.707586,636.959080,0.000000,20.662600,0.124499,2.977152,0.000000,0.000000,0.000000,0.000000,0.000000,11278.277788,981.175210,642.855540,1069.799635,9.202106
22/01/2012 00:00:00,0.119439,0.500296,22.889431,1.000000,199.195035,0.000000,19.543645,723.686171,1.473171,0.147317,4053.333333,113.333333,440.570807,3.676471,0.030065,0.718939,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,1187.477094,2.222175
23/01/2012 00:00:00,0.102977,0.473941,22.908286,1.238238,198.808448,0.000000,10.382911,1299.942488,1.960965,0.196097,4026.332976,140.333690,0.000000,4.552347,0.040020,0.956993,0.000000,0.000000,0.000000,0.000000,0.000000,17.176676,173.075492,1.920709,735.702421,2.957978
24/01/2012 00:00:00,0.101374,0.501721,22.925391,1.007428,198.441640,0.000000,4.395139,1299.961370,1.201060,0.120106,4052.491535,114.175132,0.000000,3.703778,0.024511,0.586143,0.000000,0.000000,0.000000,0.000000,0.000000,12.502737,10.605055,1.654688,1257.108030,1.811715
