Date,Q_m3s,Sal_gperL,Temp_degC,TSS_mmolperm3,DO_mmolperm3,SiO2_mmolperm3,Ammonia mmolperm3,NOx_mmolperm3,FRP_mmolperm3,FRP_ADS_mmolperm3,DOC_mmolperm3,POC_mmolperm3,DON_mmolperm3,PON_mmolperm3,DOP_mmolperm3,POP_mmolperm3,PHY_GRN_mmolperm3,PHY_BGA_mmolperm3,PHY_FDIA_mmolperm3,PHY_MDIA_mmolperm3,Crypto_cfuper100mL,Ecoli_cfuper100mL,FC_cfuper100mL,Enterococci_cfuper100mL,TN_mmolperm3,TP_mmolperm3
01/01/2012 00:00:00,0.067943,0.551875,22.103853,1.973637,211.629488,0.000000,26.870393,876.113456,0.921211,0.092121,3942.987789,223.678878,252.602651,7.256019,0.018800,0.449571,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1162.842520,1.389582
02/01/2012 00:00:00,0.073038,0.474000,22.157369,1.344247,210.862634,0.000000,0.714286,1300.000000,2.419430,0.241943,4014.318673,152.347994,0.000000,4.942085,0.049376,1.180733,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,142.332552,1.000000,1183.281950,3.649539
03/01/2012 00:00:00,0.069020,0.593249,22.209358,1.357919,210.111992,0.000000,29.372368,1056.831826,1.864058,0.186406,4012.769190,153.897477,244.517742,4.992349,0.038042,0.909700,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,65.983817,1.000000,1335.714286,2.811801
04/01/2012 00:00:00,0.064699,0.474000,22.259806,1.000000,209.377783,0.000000,0.714286,1141.400723,2.563111,0.256311,4053.333333,113.333333,110.775876,3.676471,0.052308,1.250853,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,1256.567355,3.866273
05/01/2012 00:00:00,0.067346,0.474000,22.308696,1.000000,208.660224,0.000000,42.285822,1271.199169,2.103529,0.210353,4053.333333,113.333333,0.000000,3.676471,0.042929,1.026567,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,1178.214583,3.173026
06/01/2012 00:00:00,0.065056,0.474000,22.356015,1.000000,207.959527,0.000000,32.457216,1300.000000,1.561120,0.156112,4053.333333,113.333333,0.000000,3.676471,0.031860,0.761860,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,20.824896,1.000000,1310.453886,2.354839
07/01/2012 00:00:00,0.068582,0.476371,22.401748,1.212346,207.275901,0.000000,0.714286,948.430996,0.929610,0.092961,4029.267444,137.399222,240.612725,4.457155,0.018972,0.453670,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,1.000000,1194.215162,1.402251
08/01/2012 00:00:00,0.208827,0.215017,22.445882,22.997035,206.609548,0.000000,7.568054,978.170877,23.184225,2.318423,1560.336042,2606.330624,0.000000,84.547923,0.473147,11.314396,0.000000,0.000000,0.000000,0.000000,0.000000,71072.025306,5467.270649,4046.065856,1042.631613,34.971768
09/01/2012 00:00:00,0.264280,0.442590,22.488405,6.122966,205.960664,0.000000,9.981196,1082.177729,8.073330,0.807333,1560.336042,693.936118,159.540994,22.510903,0.164762,3.939957,0.000000,0.000000,0.000000,0.000000,0.000000,19638.796777,1585.342411,1118.701354,1274.210823,12.178049
10/01/2012 00:00:00,0.111156,0.473945,22.529302,1.483716,205.329443,0.000000,0.714862,862.929430,1.891256,0.189126,3998.512180,168.154487,200.315293,5.454838,0.038597,0.922973,0.000000,0.000000,0.000000,0.000000,0.000000,15.986339,27.277029,1.852960,1069.414424,2.852826
11/01/2012 00:00:00,0.090101,0.505802,22.568563,1.000000,204.716070,0.000000,1.232838,1097.648954,2.838067,0.283807,4053.333333,113.333333,0.000000,3.676471,0.057920,1.385037,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,29.774003,1.000000,920.635050,4.281024
