Date,Q_m3s,Sal_gperL,Temp_degC,TSS_mgperL,DO_mmolperm3,SiO2_mmolperm3,Ammonia mmolperm3,NOx_mmolperm3,FRP_mmolperm3,FRP_ADS_mmolperm3,DOC_mmolperm3,POC_mmolperm3,DON_mmolperm3,PON_mmolperm3,DOP_mmolperm3,POP_mmolperm3,PHY_GRN_mmolperm3,PHY_BGA_mmolperm3,PHY_FDIA_mmolperm3,PHY_MDIA_mmolperm3,Crypto_cfuper100mL,Ecoli_cfuper100mL,FC_cfuper100mL,Enterococci_cfuper100mL
01/01/2012 00:00:00,0.099548,0.540789,22.103853,1.238096,211.629488,0.000000,1.056067,25.000000,0.495170,   NaN,4026.349079,140.317587,183.513952,4.551825,0.010106,0.241653,0.000000,0.000000,0.000000,0.000000,   NaN,1.000000,   NaN,1.000000
02/01/2012 00:00:00,0.088633,0.485862,22.157369,1.000000,210.862634,0.000000,0.765507,164.827605,0.213852,   NaN,4053.333333,113.333333,0.000000,3.676471,0.004364,0.104364,0.000000,0.000000,0.000000,0.000000,   NaN,1.000000,   NaN,1.000000
03/01/2012 00:00:00,0.093577,0.717113,22.209358,1.455474,210.111992,0.000000,1.492491,221.993767,0.213852,   NaN,4001.712974,164.953693,0.000000,5.351006,0.004364,0.104364,0.000000,0.000000,0.000000,0.000000,   NaN,1.000000,   NaN,1.000000
04/01/2012 00:00:00,0.088144,0.607320,22.259806,1.000000,209.377783,0.000000,0.714286,73.386241,0.213852,   NaN,4053.333333,113.333333,11.623282,3.676471,0.004364,0.104364,0.000000,0.000000,0.000000,0.000000,   NaN,1.000000,   NaN,1.000000
05/01/2012 00:00:00,0.088716,0.470332,22.308696,1.000000,208.660224,0.000000,1.168831,137.313366,0.213852,   NaN,4053.333333,113.333333,93.844941,3.676471,0.004364,0.104364,0.000000,0.000000,0.000000,0.000000,   NaN,1.000000,   NaN,1.000000
06/01/2012 00:00:00,0.084269,0.454785,22.356015,1.000000,207.959527,0.000000,0.714286,25.000000,0.598786,   NaN,4053.333333,113.333333,93.095315,3.676471,0.012220,0.292220,0.000000,0.000000,0.000000,0.000000,   NaN,1.000000,   NaN,1.000000
07/01/2012 00:00:00,0.102981,0.566849,22.401748,1.077537,207.275901,0.000000,0.714286,25.000000,0.285317,   NaN,4044.545819,122.120848,161.977391,3.961533,0.005823,0.139241,0.000000,0.000000,0.000000,0.000000,   NaN,1.000000,   NaN,1.000000
08/01/2012 00:00:00,0.173412,0.539322,22.445882,1.000000,206.609548,0.000000,0.982330,87.371375,0.372322,   NaN,4053.333333,113.333333,75.539169,3.676471,0.007598,0.181701,0.000000,0.000000,0.000000,0.000000,   NaN,1.000000,   NaN,1.000000
09/01/2012 00:00:00,0.275897,0.563443,22.488405,1.599148,205.960664,0.000000,2.062471,50.760310,0.213852,   NaN,3985.429871,181.236796,121.600381,5.879221,0.004364,0.104364,0.000000,0.000000,0.000000,0.000000,   NaN,1.000000,   NaN,1.000000
10/01/2012 00:00:00,0.122976,0.644460,22.529302,1.043714,205.329443,0.000000,0.723032,100.101508,0.255881,   NaN,4048.379134,118.287533,19.120844,3.837182,0.005222,0.124875,0.000000,0.000000,0.000000,0.000000,   NaN,1.000000,   NaN,1.000000
11/01/2012 00:00:00,0.094245,0.582542,22.568563,1.000000,204.716070,0.000000,1.095395,25.000000,0.266798,   NaN,4053.333333,113.333333,212.800013,3.676471,0.005445,0.130203,0.000000,0.000000,0.000000,0.000000,   NaN,1.000000,   NaN,1.000000
12/01/2012 00:00:00,0.092480,0.579224,22.606175,1.000000,204.120727,0.000000,0.714286,133.310611,1.325882,   NaN,4053.333333,113.333333,40.772379,3.676471,0.027059,0.647059,0.000000,0.000000,0.000000,0.000000,   NaN,1.000000,   NaN,1.000000
