Date,Q_m3s
01/01/2005 00:00:00,0.0315
02/01/2005 00:00:00,0.029
03/01/2005 00:00:00,0.0378
04/01/2005 00:00:00,0
05/01/2005 00:00:00,0.027
06/01/2005 00:00:00,0.0448
07/01/2005 00:00:00,0.0467
08/01/2005 00:00:00,0.029
09/01/2005 00:00:00,0.0232
10/01/2005 00:00:00,0.0391
11/01/2005 00:00:00,0.0139
12/01/2005 00:00:00,0.0454
13/01/2005 00:00:00,0.0442
14/01/2005 00:00:00,0.053
15/01/2005 00:00:00,0.0139
16/01/2005 00:00:00,0.025
17/01/2005 00:00:00,0
18/01/2005 00:00:00,0.0003
19/01/2005 00:00:00,0.0293
20/01/2005 00:00:00,0.0461
21/01/2005 00:00:00,0
22/01/2005 00:00:00,0.0048
23/01/2005 00:00:00,0
24/01/2005 00:00:00,0.0006
25/01/2005 00:00:00,0.0173
26/01/2005 00:00:00,0
27/01/2005 00:00:00,0.0014
28/01/2005 00:00:00,0.0206
29/01/2005 00:00:00,0.0271
30/01/2005 00:00:00,0.0208
31/01/2005 00:00:00,0.0021
01/02/2005 00:00:00,0.0456
02/02/2005 00:00:00,0
03/02/2005 00:00:00,0
04/02/2005 00:00:00,0
05/02/2005 00:00:00,0
06/02/2005 00:00:00,0
07/02/2005 00:00:00,0
08/02/2005 00:00:00,0
09/02/2005 00:00:00,0
10/02/2005 00:00:00,0
11/02/2005 00:00:00,0
12/02/2005 00:00:00,0.0053
13/02/2005 00:00:00,0.0104
14/02/2005 00:00:00,0.0304
15/02/2005 00:00:00,0.0275
16/02/2005 00:00:00,0.0334
17/02/2005 00:00:00,0.017
18/02/2005 00:00:00,0.0231
19/02/2005 00:00:00,0.0231
20/02/2005 00:00:00,0
21/02/2005 00:00:00,0
22/02/2005 00:00:00,0
23/02/2005 00:00:00,0
24/02/2005 00:00:00,0
25/02/2005 00:00:00,0
26/02/2005 00:00:00,0
27/02/2005 00:00:00,0
28/02/2005 00:00:00,0
01/03/2005 00:00:00,0.0005
02/03/2005 00:00:00,0
03/03/2005 00:00:00,0.0092
04/03/2005 00:00:00,0
05/03/2005 00:00:00,0
06/03/2005 00:00:00,0
