Date,Sal_gperL,Temp_degC,TSS_mgperL,DO_mgperL,Ammonia_mgperL,NOx_mgperL,TN_mgperL,TP_mgperL,SiO2_mgperL,FRP_mgperL,TOC_mgperL,TON_mgperL,DOC_mgperL,Chlorophyll_mgperm3,Ecoli_cfuper100mL,FaecalColiform_cfuper100mL,Enterococci_cfuper100mL
10/01/2005 00:00,,21.1,,4,0.005,0.01,0.78,0.063,,0.022,,,,13.8,270,140,140
10/01/2005 00:00,,,,,,,,,,,,,,16.3,,,
03/02/2005 00:00,,22,,4.6,0.09,0.58,1.8,0.271,,0.09,,,,,7000,13000,13000
03/02/2005 00:00,,,,,0.07,0.58,1.74,0.224,,0.087,,,,,9000,13000,13000
09/02/2005 00:00,,24.4,,4.2,0.07,0.57,1.87,0.138,,0.038,,,,15.2,180,170,170
09/02/2005 00:00,,,,,,,,,,,,,,19.1,,,
11/03/2005 00:00,,24,,5.7,0.01,0.06,1.12,0.061,,0.018,,,,24.2,76,270,270
11/03/2005 00:00,,,,,,,,,,,,,,33.4,,,
04/04/2005 00:00,,18.3,,4,0.02,0.06,0.77,0.049,,0.016,,,,20.2,100,910,910
04/04/2005 00:00,,,,,,,,,,,,,,20.7,,,
04/05/2005 00:00,,15.3,,1.2,0.05,0.03,0.58,0.036,,0.013,,,,1.6,210,140,140
04/05/2005 00:00,,,,,0.06,0.03,0.58,0.036,,0.012,,,,3.6,200,160,160
09/06/2005 00:00,,9.3,,3,0.07,0.12,0.47,0.034,,0.007,,,,2.8,26,26,26
09/06/2005 00:00,,,,,0.05,0.12,0.48,0.036,,0.008,,,,2.2,30,40,40
01/07/2005 00:00,,14.1,,8,0.06,1.49,2.03,0.213,,0.133,,,,,12000,9000,9000
01/07/2005 00:00,,,,,0.05,1.53,2.19,0.223,,0.136,,,,,12000,8700,8700
21/07/2005 00:00,,8.5,,7.8,0.05,2.4,3.23,0.056,,0.013,,,,1.7,78,56,56
21/07/2005 00:00,,,,,0.05,2.5,3.27,0.056,,0.013,,,,2,74,58,58
21/07/2005 00:00,,,,,,,,,,,,,,,,,
21/07/2005 00:00,,,,,,,,,,,,,,,,,
25/08/2005 00:00,,13.7,,6.8,0.005,0.4,1.06,0.04,,0.008,,,,27.3,22,54,54
25/08/2005 00:00,,,,,,,,,,,,,,28.9,,,
12/09/2005 00:00,,,,,0.01,0.05,0.6,0.039,,0.01,,,,4,78,370,370
12/09/2005 00:00,,,,,,,,,,,,,,10.2,,,
25/10/2005 00:00,,19.2,,3.3,0.04,0.07,0.51,0.029,,0.008,,,,4.1,200,220,220
25/10/2005 00:00,,,,,0.04,0.07,0.51,0.03,,0.009,,,,4.2,180,280,280
24/11/2005 00:00,,19.4,,3,0.11,0.42,1.12,0.109,,0.025,,,,2.9,1500,5100,5100
24/11/2005 00:00,,,,,0.11,0.42,1.13,0.107,,0.026,,,,3.5,1600,5700,5700
12/12/2005 00:00,,22.9,,2.6,0.06,0.66,1.87,0.151,,0.041,,,,6.3,510,750,750
12/12/2005 00:00,,,,,0.06,0.65,1.87,0.15,,0.04,,,,6.6,490,760,760
11/01/2006 00:00,,24.5,,2.6,0.03,0.1,0.77,0.057,,0.02,,,,9.4,290,280,280
11/01/2006 00:00,,,,,0.03,0.1,0.75,0.056,,0.02,,,,6.4,210,250,250
20/01/2006 00:00,,22.1,,4.3,0.04,0.41,0.98,0.082,,0.021,,,,,510,340,340
20/01/2006 00:00,,,,,0.06,0.41,0.99,0.088,,0.022,,,,,450,470,470
16/02/2006 00:00,,22.5,,0.5,0.005,0.005,0.79,0.062,,0.015,,,,12.8,280,92,92
16/02/2006 00:00,,,,,,,,,,,,,,17.9,,,
01/03/2006 00:00,,,,,,,,,,,,,,,,,
01/03/2006 00:00,,,,,,,,,,,,,,,,,
24/03/2006 00:00,,,,,0.07,0.05,0.8,0.071,,0.017,,,,23.5,1600,1500,1500
24/03/2006 00:00,,,,,,,,,,,,,,24.5,,,
11/04/2006 00:00,,,,,0.005,0.005,0.55,0.061,,0.012,,,,43.9,44,33,33
11/04/2006 00:00,,,,,,,,,,,,,,46.5,,,
17/05/2006 00:00,,,,,0.005,0.005,0.59,0.081,,0.011,,,,57.3,37,14,14
17/05/2006 00:00,,,,,,,,,,,,,,61.9,,,
16/06/2006 00:00,,8.4,,4.8,0.06,0.21,0.4,0.027,,0.013,,,,1.8,66,180,180
16/06/2006 00:00,,,,,0.06,0.2,0.45,0.031,,0.012,,,,1.5,58,210,210
27/07/2006 00:00,,11.3,,7.5,0.04,0.29,0.55,0.04,,0.008,,,,3.4,1000,470,470
27/07/2006 00:00,,,,,0.04,0.29,0.57,0.045,,0.008,,,,3,980,460,460
15/08/2006 00:00,,,,,0.01,0.27,0.58,0.04,,0.007,,,,10.5,36,280,280
15/08/2006 00:00,,,,,,,,,,,,,,12.4,,,
09/09/2006 00:00,,12.2,,7.9,0.06,0.79,1.2,0.08,,0.023,,,,,3200,3100,3100
09/09/2006 00:00,,,,,0.06,0.79,1.2,0.084,,0.023,,,,,4000,3100,3100
15/09/2006 00:00,,13.6,,8.1,0.005,0.65,1.3,0.107,,0.017,,,,2.9,110,200,200
15/09/2006 00:00,,,,,0.06,0.67,1.33,0.107,,0.016,,,,4.2,170,130,130
27/10/2006 00:00,,17.4,,3.5,0.02,0.06,0.83,0.058,,0.01,,,,18.4,46,72,72
27/10/2006 00:00,,,,,0.03,0.06,0.76,0.036,,0.01,,,,16.1,46,110,110
20/11/2006 00:00,,18.6,,3.5,0.005,0.005,0.57,0.047,,0.012,,,,12.4,98,30,30
20/11/2006 00:00,,,,,0.005,0.005,0.51,0.04,,0.012,,,,11.8,86,46,46
20/11/2006 00:00,,,,,,,,,,,,,,,,,
20/11/2006 00:00,,,,,,,,,,,,,,,,,
18/12/2006 00:00,,19.8,,1.7,0.14,0.09,0.81,0.05,,0.018,,,,6.4,160,88,88
18/12/2006 00:00,,,,,0.14,0.09,0.82,0.05,,0.018,,,,6.9,180,110,110
