ID,NCS_fs1,NCS_fs2,NCS_tau_0,NCS_epsilon
293,0.0000,0.0000,0.1500,0.0050
294,0.0000,0.0000,0.1500,0.0050
295,0.0000,0.0000,0.1500,0.0050
296,0.0000,0.0000,0.1500,0.0050
297,0.0000,0.0000,0.1500,0.0050
298,0.0000,0.0000,0.1500,0.0050
299,0.0000,0.0000,0.1500,0.0050
300,0.0000,0.0000,0.1500,0.0050
301,0.0000,0.0000,0.1500,0.0050
302,0.0000,0.0000,0.1500,0.0050
303,0.0000,0.0000,0.1500,0.0050
304,0.0000,0.0000,0.1500,0.0050
305,0.0000,0.0000,0.1500,0.0050
306,0.0000,0.0000,0.1500,0.0050
307,0.0000,0.0000,0.1500,0.0050
308,0.0000,0.0000,0.1500,0.0050
309,0.0000,0.0000,0.1500,0.0050
310,0.0000,0.0000,0.1500,0.0050
311,0.0000,0.0000,0.1500,0.0050
312,0.0000,0.0000,0.1500,0.0050
313,0.0000,0.0000,0.1500,0.0050
314,0.0000,0.0000,0.1500,0.0050
315,0.0000,0.0000,0.1500,0.0050
316,0.0000,0.0000,0.1500,0.0050
317,0.0000,0.0000,0.1500,0.0050
318,0.0000,0.0000,0.1500,0.0050
319,0.0000,0.0000,0.1500,0.0050
320,0.0000,0.0000,0.1500,0.0050
321,0.0000,0.0000,0.1500,0.0050
322,0.0000,0.0000,0.1500,0.0050
323,0.0000,0.0000,0.1500,0.0050
324,0.0000,0.0000,0.1500,0.0050
325,0.0000,0.0000,0.1500,0.0050
326,0.0000,0.0000,0.1500,0.0050
327,0.0000,0.0000,0.1500,0.0050
328,0.0000,0.0000,0.1500,0.0050
329,0.0000,0.0000,0.1500,0.0050
330,0.0000,0.0000,0.1500,0.0050
331,0.0000,0.0000,0.1500,0.0050
332,0.0000,0.0000,0.1500,0.0050
333,0.0000,0.0000,0.1500,0.0050
334,0.0000,0.0000,0.1500,0.0050
335,0.0000,0.0000,0.1500,0.0050
336,0.0000,0.0000,0.1500,0.0050
337,0.0000,0.0000,0.1500,0.0050
338,0.0000,0.0000,0.1500,0.0050
339,0.0000,0.0000,0.1500,0.0050
340,0.0000,0.0000,0.1500,0.0050
341,0.0000,0.0000,0.1500,0.0050
342,0.0000,0.0000,0.1500,0.0050
343,0.0000,0.0000,0.1500,0.0050
344,0.0000,0.0000,0.1500,0.0050
345,0.0000,0.0000,0.1500,0.0050
346,0.0000,0.0000,0.1500,0.0050
347,0.0000,0.0000,0.1500,0.0050
348,0.0000,0.0000,0.1500,0.0050
349,0.0000,0.0000,0.1500,0.0050
350,0.0000,0.0000,0.1500,0.0050
351,0.0000,0.0000,0.1500,0.0050
352,0.0000,0.0000,0.1500,0.0050
353,0.0000,0.0000,0.1500,0.0050
354,0.0000,0.0000,0.1500,0.0050
355,0.0000,0.0000,0.1500,0.0050
356,0.0000,0.0000,0.1500,0.0050
357,0.0000,0.0000,0.1500,0.0050
358,0.0000,0.0000,0.1500,0.0050
359,0.0000,0.0000,0.1500,0.0050
360,0.0000,0.0000,0.1500,0.0050
361,0.0000,0.0000,0.1500,0.0050
362,0.0000,0.0000,0.1500,0.0050
363,0.0000,0.0000,0.1500,0.0050
364,0.0000,0.0000,0.1500,0.0050
365,0.0000,0.0000,0.1500,0.0050
366,0.0000,0.0000,0.1500,0.0050
367,0.0000,0.0000,0.1500,0.0050
368,0.0000,0.0000,0.1500,0.0050
369,0.0000,0.0000,0.1500,0.0050
370,0.0000,0.0000,0.1500,0.0050
371,0.0000,0.0000,0.1500,0.0050
372,0.0000,0.0000,0.1500,0.0050
373,0.0000,0.0000,0.1500,0.0050
374,0.0000,0.0000,0.1500,0.0050
375,0.0000,0.0000,0.1500,0.0050
376,0.0000,0.0000,0.1500,0.0050
377,0.0000,0.0000,0.1500,0.0050
378,0.0000,0.0000,0.1500,0.0050
379,0.0000,0.0000,0.1500,0.0050
380,0.0000,0.0000,0.1500,0.0050
381,0.0000,0.0000,0.1500,0.0050
382,0.0000,0.0000,0.1500,0.0050
383,0.0000,0.0000,0.1500,0.0050
384,0.0000,0.0000,0.1500,0.0050
385,0.0000,0.0000,0.1500,0.0050
386,0.0000,0.0000,0.1500,0.0050
387,0.0000,0.0000,0.1500,0.0050
388,0.0000,0.0000,0.1500,0.0050
389,0.0000,0.0000,0.1500,0.0050
390,0.0000,0.0000,0.1500,0.0050
391,0.0000,0.0000,0.1500,0.0050
392,0.0000,0.0000,0.1500,0.0050
393,0.0000,0.0000,0.1500,0.0050
394,0.0000,0.0000,0.1500,0.0050
395,0.0000,0.0000,0.1500,0.0050
396,0.0000,0.0000,0.1500,0.0050
397,0.0000,0.0000,0.1500,0.0050
398,0.0000,0.0000,0.1500,0.0050
399,0.0000,0.0000,0.1500,0.0050
400,0.0000,0.0000,0.1500,0.0050
401,0.0000,0.0000,0.1500,0.0050
402,0.0000,0.0000,0.1500,0.0050
403,0.0000,0.0000,0.1500,0.0050
404,0.0000,0.0000,0.1500,0.0050
405,0.0000,0.0000,0.1500,0.0050
406,0.0000,0.0000,0.1500,0.0050
407,0.0000,0.0000,0.1500,0.0050
408,0.0000,0.0000,0.1500,0.0050
409,0.0000,0.0000,0.1500,0.0050
410,0.0000,0.0000,0.1500,0.0050
411,0.0000,0.0000,0.1500,0.0050
412,0.0000,0.0000,0.1500,0.0050
413,0.0000,0.0000,0.1500,0.0050
414,0.0000,0.0000,0.1500,0.0050
415,0.0000,0.0000,0.1500,0.0050
416,0.0000,0.0000,0.1500,0.0050
417,0.0000,0.0000,0.1500,0.0050
418,0.0000,0.0000,0.1500,0.0050
419,0.0000,0.0000,0.1500,0.0050
420,0.0000,0.0000,0.1500,0.0050
421,0.0000,0.0000,0.1500,0.0050
422,0.0000,0.0000,0.1500,0.0050
423,0.0000,0.0000,0.1500,0.0050
424,0.0000,0.0000,0.1500,0.0050
425,0.0000,0.0000,0.1500,0.0050
426,0.0000,0.0000,0.1500,0.0050
427,0.0000,0.0000,0.1500,0.0050
428,0.0000,0.0000,0.1500,0.0050
429,0.0000,0.0000,0.1500,0.0050
430,0.0000,0.0000,0.1500,0.0050
431,0.0000,0.0000,0.1500,0.0050
432,0.0000,0.0000,0.1500,0.0050
433,0.0000,0.0000,0.1500,0.0050
434,0.0000,0.0000,0.1500,0.0050
435,0.0000,0.0000,0.1500,0.0050
436,0.0000,0.0000,0.1500,0.0050
437,0.0000,0.0000,0.1500,0.0050
438,0.0000,0.0000,0.1500,0.0050
439,0.0000,0.0000,0.1500,0.0050
440,0.0000,0.0000,0.1500,0.0050
441,0.0000,0.0000,0.1500,0.0050
442,0.0000,0.0000,0.1500,0.0050
443,0.0000,0.0000,0.1500,0.0050
444,0.0000,0.0000,0.1500,0.0050
445,0.0000,0.0000,0.1500,0.0050
446,0.0000,0.0000,0.1500,0.0050
447,0.0000,0.0000,0.1500,0.0050
448,0.0000,0.0000,0.1500,0.0050
449,0.0000,0.0000,0.1500,0.0050
450,0.0000,0.0000,0.1500,0.0050
451,0.0000,0.0000,0.1500,0.0050
452,0.0000,0.0000,0.1500,0.0050
453,0.0000,0.0000,0.1500,0.0050
454,0.0000,0.0000,0.1500,0.0050
455,0.0000,0.0000,0.1500,0.0050
456,0.0000,0.0000,0.1500,0.0050
457,0.0000,0.0000,0.1500,0.0050
458,0.0000,0.0000,0.1500,0.0050
459,0.0000,0.0000,0.1500,0.0050
460,0.0000,0.0000,0.1500,0.0050
461,0.0000,0.0000,0.1500,0.0050
462,0.0000,0.0000,0.1500,0.0050
463,0.0000,0.0000,0.1500,0.0050
464,0.0000,0.0000,0.1500,0.0050
465,0.0000,0.0000,0.1500,0.0050
466,0.0000,0.0000,0.1500,0.0050
467,0.0000,0.0000,0.1500,0.0050
468,0.0000,0.0000,0.1500,0.0050
469,0.0000,0.0000,0.1500,0.0050
470,0.0000,0.0000,0.1500,0.0050
471,0.0000,0.0000,0.1500,0.0050
472,0.0000,0.0000,0.1500,0.0050
473,0.0000,0.0000,0.1500,0.0050
474,0.0000,0.0000,0.1500,0.0050
475,0.0000,0.0000,0.1500,0.0050
476,0.0000,0.0000,0.1500,0.0050
477,0.0000,0.0000,0.1500,0.0050
478,0.0000,0.0000,0.1500,0.0050
479,0.0000,0.0000,0.1500,0.0050
480,0.0000,0.0000,0.1500,0.0050
481,0.0000,0.0000,0.1500,0.0050
482,0.0000,0.0000,0.1500,0.0050
483,0.0000,0.0000,0.1500,0.0050
484,0.0000,0.0000,0.1500,0.0050
485,0.0000,0.0000,0.1500,0.0050
486,0.0000,0.0000,0.1500,0.0050
487,0.0000,0.0000,0.1500,0.0050
488,0.0000,0.0000,0.1500,0.0050
489,0.0000,0.0000,0.1500,0.0050
490,0.0000,0.0000,0.1500,0.0050
491,0.0000,0.0000,0.1500,0.0050
492,0.0000,0.0000,0.1500,0.0050
493,0.0000,0.0000,0.1500,0.0050
494,0.0000,0.0000,0.1500,0.0050
495,0.0000,0.0000,0.1500,0.0050
496,0.0000,0.0000,0.1500,0.0050
497,0.0000,0.0000,0.1500,0.0050
498,0.0000,0.0000,0.1500,0.0050
499,0.0000,0.0000,0.1500,0.0050
500,0.0000,0.0000,0.1500,0.0050
501,0.0000,0.0000,0.1500,0.0050
502,0.0000,0.0000,0.1500,0.0050
503,0.0000,0.0000,0.1500,0.0050
504,0.0000,0.0000,0.1500,0.0050
505,0.0000,0.0000,0.1500,0.0050
506,0.0000,0.0000,0.1500,0.0050
507,0.0000,0.0000,0.1500,0.0050
508,0.0000,0.0000,0.1500,0.0050
509,0.0000,0.0000,0.1500,0.0050
510,0.0000,0.0000,0.1500,0.0050
511,0.0000,0.0000,0.1500,0.0050
512,0.0000,0.0000,0.1500,0.0050
513,0.0000,0.0000,0.1500,0.0050
514,0.0000,0.0000,0.1500,0.0050
515,0.0000,0.0000,0.1500,0.0050
516,0.0000,0.0000,0.1500,0.0050
517,0.0000,0.0000,0.1500,0.0050
518,0.0000,0.0000,0.1500,0.0050
519,0.0000,0.0000,0.1500,0.0050
520,0.0000,0.0000,0.1500,0.0050
521,0.0000,0.0000,0.1500,0.0050
522,0.0000,0.0000,0.1500,0.0050
523,0.0000,0.0000,0.1500,0.0050
524,0.0000,0.0000,0.1500,0.0050
525,0.0000,0.0000,0.1500,0.0050
526,0.0000,0.0000,0.1500,0.0050
527,0.0000,0.0000,0.1500,0.0050
528,0.0000,0.0000,0.1500,0.0050
529,0.0000,0.0000,0.1500,0.0050
530,0.0000,0.0000,0.1500,0.0050
531,0.0000,0.0000,0.1500,0.0050
532,0.0000,0.0000,0.1500,0.0050
533,0.0000,0.0000,0.1500,0.0050
534,0.0000,0.0000,0.1500,0.0050
535,0.0000,0.0000,0.1500,0.0050
536,0.0000,0.0000,0.1500,0.0050
537,0.0000,0.0000,0.1500,0.0050
538,0.0000,0.0000,0.1500,0.0050
539,0.0000,0.0000,0.1500,0.0050
540,0.0000,0.0000,0.1500,0.0050
541,0.0000,0.0000,0.1500,0.0050
542,0.0000,0.0000,0.1500,0.0050
543,0.0000,0.0000,0.1500,0.0050
544,0.0000,0.0000,0.1500,0.0050
545,0.0000,0.0000,0.1500,0.0050
546,0.0000,0.0000,0.1500,0.0050
547,0.0000,0.0000,0.1500,0.0050
548,0.0000,0.0000,0.1500,0.0050
549,0.0000,0.0000,0.1500,0.0050
550,0.0000,0.0000,0.1500,0.0050
551,0.0000,0.0000,0.1500,0.0050
552,0.0000,0.0000,0.1500,0.0050
553,0.0000,0.0000,0.1500,0.0050
554,0.0000,0.0000,0.1500,0.0050
555,0.0000,0.0000,0.1500,0.0050
556,0.0000,0.0000,0.1500,0.0050
557,0.0000,0.0000,0.1500,0.0050
558,0.0000,0.0000,0.1500,0.0050
559,0.0000,0.0000,0.1500,0.0050
560,0.0000,0.0000,0.1500,0.0050
561,0.0000,0.0000,0.1500,0.0050
562,0.0000,0.0000,0.1500,0.0050
563,0.0000,0.0000,0.1500,0.0050
564,0.0000,0.0000,0.1500,0.0050
565,0.0000,0.0000,0.1500,0.0050
566,0.0000,0.0000,0.1500,0.0050
567,0.0000,0.0000,0.1500,0.0050
568,0.0000,0.0000,0.1500,0.0050
569,0.0000,0.0000,0.1500,0.0050
570,0.0000,0.0000,0.1500,0.0050
571,0.0000,0.0000,0.1500,0.0050
572,0.0000,0.0000,0.1500,0.0050
573,0.0000,0.0000,0.1500,0.0050
574,0.0000,0.0000,0.1500,0.0050
575,0.0000,0.0000,0.1500,0.0050
576,0.0000,0.0000,0.1500,0.0050
577,0.0000,0.0000,0.1500,0.0050
578,0.0000,0.0000,0.1500,0.0050
579,0.0000,0.0000,0.1500,0.0050
580,0.0000,0.0000,0.1500,0.0050
581,0.0000,0.0000,0.1500,0.0050
582,0.0000,0.0000,0.1500,0.0050
583,0.0000,0.0000,0.1500,0.0050
584,0.0000,0.0000,0.1500,0.0050
585,0.0000,0.0000,0.1500,0.0050
586,0.0000,0.0000,0.1500,0.0050
587,0.0000,0.0000,0.1500,0.0050
588,0.0000,0.0000,0.1500,0.0050
589,0.0000,0.0000,0.1500,0.0050
590,0.0000,0.0000,0.1500,0.0050
591,0.0000,0.0000,0.1500,0.0050
592,0.0000,0.0000,0.1500,0.0050
593,0.0000,0.0000,0.1500,0.0050
594,0.0000,0.0000,0.1500,0.0050
595,0.0000,0.0000,0.1500,0.0050
596,0.0000,0.0000,0.1500,0.0050
597,0.0000,0.0000,0.1500,0.0050
598,0.0000,0.0000,0.1500,0.0050
599,0.0000,0.0000,0.1500,0.0050
600,0.0000,0.0000,0.1500,0.0050
601,0.0000,0.0000,0.1500,0.0050
602,0.0000,0.0000,0.1500,0.0050
603,0.0000,0.0000,0.1500,0.0050
604,0.0000,0.0000,0.1500,0.0050
605,0.0000,0.0000,0.1500,0.0050
606,0.0000,0.0000,0.1500,0.0050
607,0.0000,0.0000,0.1500,0.0050
608,0.0000,0.0000,0.1500,0.0050
609,0.0000,0.0000,0.1500,0.0050
610,0.0000,0.0000,0.1500,0.0050
611,0.0000,0.0000,0.1500,0.0050
612,0.0000,0.0000,0.1500,0.0050
613,0.0000,0.0000,0.1500,0.0050
614,0.0000,0.0000,0.1500,0.0050
615,0.0000,0.0000,0.1500,0.0050
616,0.0000,0.0000,0.1500,0.0050
617,0.0000,0.0000,0.1500,0.0050
618,0.0000,0.0000,0.1500,0.0050
619,0.0000,0.0000,0.1500,0.0050
620,0.0000,0.0000,0.1500,0.0050
621,0.0000,0.0000,0.1500,0.0050
622,0.0000,0.0000,0.1500,0.0050
623,0.0000,0.0000,0.1500,0.0050
624,0.0000,0.0000,0.1500,0.0050
625,0.0000,0.0000,0.1500,0.0050
626,0.0000,0.0000,0.1500,0.0050
627,0.0000,0.0000,0.1500,0.0050
628,0.0000,0.0000,0.1500,0.0050
629,0.0000,0.0000,0.1500,0.0050
630,0.0000,0.0000,0.1500,0.0050
631,0.0000,0.0000,0.1500,0.0050
632,0.0000,0.0000,0.1500,0.0050
