Variable Name,Min Date,Max Date,Number of Samples
WQ_OXY_OXY,12/03/1980 00:00:00,17/03/2017 00:00:00,684.000
WQ_OXY_SAT,18/03/1982 00:00:00,17/03/2017 00:00:00,699.000
TEMP,12/03/1980 00:00:00,19/10/2016 00:00:00,824.000
WQ_CAR_PH,12/03/1980 00:00:00,17/03/2017 00:00:00,805.000
COND,01/02/1983 00:00:00,17/03/2017 00:00:00,765.000
WQ_DIAG_TOT_TSS,12/03/1980 00:00:00,17/02/2017 00:00:00,252.000
WQ_DIAG_TOT_TURBIDITY,18/03/1982 00:00:00,17/03/2017 00:00:00,518.000
WQ_PHS_FRP,12/03/1980 00:00:00,17/02/2017 00:00:00,815.000
WQ_DIAG_TOT_TP,12/03/1980 00:00:00,17/02/2017 00:00:00,981.000
WQ_NIT_NIT,12/03/1980 00:00:00,17/03/2017 00:00:00,933.000
WQ_NIT_AMM,12/03/1980 00:00:00,17/03/2017 00:00:00,920.000
WQ_DIAG_TOT_TKN,11/05/1982 00:00:00,24/06/1993 00:00:00,223.000
WQ_DIAG_TOT_TN,04/07/1988 00:00:00,17/02/2017 00:00:00,705.000
WQ_DIAG_TOT_TOC,26/08/1982 00:00:00,17/04/2012 00:00:00,99.000
WQ_DIAG_PHY_TCHA,02/11/2011 00:00:00,17/04/2012 00:00:00,8.000
WQ_RSI_SIL,12/03/1980 00:00:00,17/03/2017 00:00:00,972.000
ENT,12/03/1980 00:00:00,20/06/2001 00:00:00,318.000
FC,02/09/1996 00:00:00,17/03/2017 00:00:00,281.000
