Mt Hunter Weir Structure Function - post upgrade (from SMEC report),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y2,y1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,47.8,48,48.2,48.4,48.6,48.8,49,49.2,49.4,49.6,49.8,50,50.2,50.4,50.6,50.8,51,51.2,51.4,51.6,51.8,52,52.2,52.4,52.6,52.8,53,53.2,53.4,53.6,53.8,54,54.2,54.4,56,200
0,0,0,0.296296296,0.326388889,0.363425926,0.424768519,0.483796296,0.541666667,0.599537037,4.239583333,11.97337963,23.94212963,37.25347222,51.86111111,68.12384259,83.19444444,98.18287037,113.4837963,129.5138889,145.7175926,162.7314815,179.2824074,196.6435185,214.0046296,232.1759259,250.6944444,269.212963,287.7314815,306.25,325.462963,345.4166667,365.5092593,385.8333333,406.3888889,427.1759259,10000,10000
47.8,0,0,0.296296296,0.326388889,0.363425926,0.424768519,0.483796296,0.541666667,0.599537037,4.239583333,11.97337963,23.94212963,37.25347222,51.86111111,68.12384259,83.19444444,98.18287037,113.4837963,129.5138889,145.7175926,162.7314815,179.2824074,196.6435185,214.0046296,232.1759259,250.6944444,269.212963,287.7314815,306.25,325.462963,345.4166667,365.5092593,385.8333333,406.3888889,427.1759259,10000,10000
48,-0.296296296,-0.296296296,0,0.326388889,0.363425926,0.424768519,0.483796296,0.541666667,0.599537037,4.239583333,11.97337963,23.94212963,37.25347222,51.86111111,68.12384259,83.19444444,98.18287037,113.4837963,129.5138889,145.7175926,162.7314815,179.2824074,196.6435185,214.0046296,232.1759259,250.6944444,269.212963,287.7314815,306.25,325.462963,345.4166667,365.5092593,385.8333333,406.3888889,427.1759259,10000,10000
48.2,-0.326388889,-0.326388889,-0.326388889,0,0.363425926,0.424768519,0.483796296,0.541666667,0.599537037,4.239583333,11.97337963,23.94212963,37.25347222,51.86111111,68.12384259,83.19444444,98.18287037,113.4837963,129.5138889,145.7175926,162.7314815,179.2824074,196.6435185,214.0046296,232.1759259,250.6944444,269.212963,287.7314815,306.25,325.462963,345.4166667,365.5092593,385.8333333,406.3888889,427.1759259,10000,10000
48.4,-0.363425926,-0.363425926,-0.363425926,-0.363425926,0,0.424768519,0.483796296,0.541666667,0.599537037,4.239583333,11.97337963,23.94212963,37.25347222,51.86111111,68.12384259,83.19444444,98.18287037,113.4837963,129.5138889,145.7175926,162.7314815,179.2824074,196.6435185,214.0046296,232.1759259,250.6944444,269.212963,287.7314815,306.25,325.462963,345.4166667,365.5092593,385.8333333,406.3888889,427.1759259,10000,10000
48.6,-0.424768519,-0.424768519,-0.424768519,-0.424768519,-0.424768519,0,0.483796296,0.541666667,0.599537037,4.239583333,11.97337963,23.94212963,37.25347222,51.86111111,68.12384259,83.19444444,98.18287037,113.4837963,129.5138889,145.7175926,162.7314815,179.2824074,196.6435185,214.0046296,232.1759259,250.6944444,269.212963,287.7314815,306.25,325.462963,345.4166667,365.5092593,385.8333333,406.3888889,427.1759259,10000,10000
48.8,-0.483796296,-0.483796296,-0.483796296,-0.483796296,-0.483796296,-0.483796296,0,0.541666667,0.599537037,4.239583333,11.97337963,23.94212963,37.25347222,51.86111111,68.12384259,83.19444444,98.18287037,113.4837963,129.5138889,145.7175926,162.7314815,179.2824074,196.6435185,214.0046296,232.1759259,250.6944444,269.212963,287.7314815,306.25,325.462963,345.4166667,365.5092593,385.8333333,406.3888889,427.1759259,10000,10000
49,-0.541666667,-0.541666667,-0.541666667,-0.541666667,-0.541666667,-0.541666667,-0.541666667,0,0.599537037,4.239583333,11.97337963,23.94212963,37.25347222,51.86111111,68.12384259,83.19444444,98.18287037,113.4837963,129.5138889,145.7175926,162.7314815,179.2824074,196.6435185,214.0046296,232.1759259,250.6944444,269.212963,287.7314815,306.25,325.462963,345.4166667,365.5092593,385.8333333,406.3888889,427.1759259,10000,10000
49.2,-0.599537037,-0.599537037,-0.599537037,-0.599537037,-0.599537037,-0.599537037,-0.599537037,-0.599537037,0,4.239583333,11.97337963,23.94212963,37.25347222,51.86111111,68.12384259,83.19444444,98.18287037,113.4837963,129.5138889,145.7175926,162.7314815,179.2824074,196.6435185,214.0046296,232.1759259,250.6944444,269.212963,287.7314815,306.25,325.462963,345.4166667,365.5092593,385.8333333,406.3888889,427.1759259,10000,10000
