Depth,Sal,Temp,TSS,DO,Si,NH3,NOx,FRP,FRP_ADS,DON,PON,DOP,POP,DOC,POC,PHY_GRN,PHY_GRN_IN,PHY_GRN_IP,PHY_BGA,PHY_BGA_IN,PHY_BGA_IP,PHY_FDIA,PHY_FDIA_IN,PHY_FDIA_IP,PHY_MDIA,PHY_MDIA_IN,PHY_MDIA_IP
  0.0,23.4,26.7,18.0,259.4, 26.1, 1.43,  0.79,0.030,0.0,0.0, 2.30,0.1, 0.00, 240.0,  60.0,0.978600,0.091499,0.005431,0.279600,0.022508,0.001622,0.069900,0.007864,0.000336,5.592000,0.768900,0.017056
100.0,23.4,26.7,18.0,259.4, 26.1, 1.43,  0.79,0.030,0.0,0.0, 2.30,0.1, 0.00, 240.0,  60.0,0.978600,0.091499,0.005431,0.279600,0.022508,0.001622,0.069900,0.007864,0.000336,5.592000,0.768900,0.017056
