Depth,Sal,Temp,TSS,DO,Si,NH3,NOx,FRP,FRP_ADS,DON,PON,DOP,POP,DOC,POC,PHY_GRN,PHY_GRN_IN,PHY_GRN_IP,PHY_BGA,PHY_BGA_IN,PHY_BGA_IP,PHY_FDIA,PHY_FDIA_IN,PHY_FDIA_IP,PHY_MDIA,PHY_MDIA_IN,PHY_MDIA_IP
  0.0, 0.3,27.2,18.0,259.4, 25.0, 1.79,  2.00,0.629,0.0,0.0,35.00,1.1, 0.00, 400.0, 100.0,5.880000,0.549780,0.032634,0.604800,0.048686,0.003508,1.680000,0.189000,0.008064,0.084000,0.011550,0.000256
100.0, 0.3,27.2,18.0,259.4, 25.0, 1.79,  2.00,0.290,0.0,0.0,35.00,1.1, 0.00, 400.0, 100.0,5.880000,0.549780,0.032634,0.604800,0.048686,0.003508,1.680000,0.189000,0.008064,0.084000,0.011550,0.000256
