Variable Name,Min Date,Max Date,Number of Samples
WQ_OXY_OXY,09/05/1984 00:00:00,12/03/2017 00:00:00,602.000
WQ_OXY_SAT,09/05/1984 00:00:00,12/03/2017 00:00:00,500.000
TEMP,09/05/1984 00:00:00,12/03/2017 00:00:00,885.000
WQ_CAR_PH,09/05/1984 00:00:00,12/03/2017 00:00:00,879.000
COND,09/05/1984 00:00:00,12/03/2017 00:00:00,880.000
WQ_DIAG_TOT_TSS,12/02/1990 00:00:00,01/09/2011 00:00:00,502.000
WQ_DIAG_TOT_TURBIDITY,09/05/1984 00:00:00,12/03/2017 00:00:00,634.000
WQ_PHS_FRP,20/06/1984 00:00:00,12/03/2017 00:00:00,996.000
WQ_DIAG_TOT_TP,22/05/1984 00:00:00,12/03/2017 00:00:00,1229.000
WQ_NIT_NIT,17/06/1985 00:00:00,12/03/2017 00:00:00,1320.000
WQ_NIT_AMM,05/09/1984 00:00:00,12/03/2017 00:00:00,1067.000
WQ_DIAG_TOT_TN,25/07/1988 00:00:00,12/03/2017 00:00:00,1170.000
WQ_DIAG_TOT_TOC,16/09/1985 00:00:00,16/04/2012 00:00:00,62.000
WQ_DIAG_PHY_TCHA,26/07/2001 00:00:00,16/04/2012 00:00:00,12.000
WQ_RSI_SIL,14/06/1984 00:00:00,12/03/2017 00:00:00,1326.000
ENT,20/06/1984 00:00:00,18/10/2001 00:00:00,583.000
FC,07/05/1996 00:00:00,01/09/2011 00:00:00,457.000
